encoder,pc1,pc2,pc3,task,brightness
A_recon,-1.659071,1.9722366,-0.48617968,0.47716948,0.63057363
A_recon,1.9132993,-0.9754496,0.39527094,0.385849,0.27777898
A_recon,1.9734817,-0.1727125,1.4229485,0.613895,0.15571314
A_recon,0.9846134,1.222502,-1.8383237,0.25021973,0.5301607
A_recon,2.9630847,1.5589173,0.3302173,0.10047229,0.17787617
A_recon,-0.60840607,-1.444798,-0.25939974,0.4766166,0.601814
A_recon,-1.9541521,-0.8931511,0.88167727,0.63947195,0.60877633
A_recon,-0.747139,-1.7005849,-0.8052349,0.3840154,0.6811136
A_recon,-0.75825644,0.43649638,1.1473057,0.98743933,0.46817055
A_recon,0.81459546,-1.0021341,-0.6561196,0.40598878,0.50165313
A_recon,1.5017579,0.049987525,-2.6995661,0.29981554,0.58378774
A_recon,-0.2910161,1.4724538,0.9545497,0.81389785,0.3915028
A_recon,-2.7397742,0.42739987,-0.88998055,0.4666898,0.82594967
A_recon,-3.6071792,0.9753954,-0.23649389,0.27321678,0.83381754
A_recon,-1.4093618,0.32926017,0.6611054,0.28649104,0.56279063
A_recon,-1.9108801,0.089116335,-0.91264546,0.9471558,0.7939547
A_recon,1.3553381,0.8473168,1.4974597,0.96173674,0.22252356
A_recon,1.1321652,-0.6451456,-0.31059742,0.6462369,0.4146876
A_recon,-1.5846715,-0.22610754,-1.753748,0.27876797,0.82392776
A_recon,-0.0043549538,-1.9452424,0.318681,0.71136904,0.51173073
A_recon,-2.1517625,0.9114911,-0.3918754,0.21676949,0.7212734
A_recon,2.994351,1.0001254,0.20949739,0.3220847,0.15066838
A_recon,3.147584,-1.1230068,-0.018503547,0.54173636,0.19944817
A_recon,1.3047748,-0.11637837,-0.17922983,0.40114415,0.3691804
A_recon,2.284965,0.61599743,0.5405115,0.35102385,0.18849443
A_recon,0.17619562,-0.18850428,0.74323463,0.97413445,0.45037156
A_recon,-2.1389265,1.1963208,0.31431454,0.17020617,0.653737
A_recon,-0.31463242,-2.2546566,0.036577523,0.61377853,0.56716514
A_recon,0.8454001,1.9607091,1.324335,0.038541388,0.26931667
A_recon,4.50947,0.7535919,-0.4465738,0.09171474,0.15677053
A_recon,-3.235703,0.37030667,-0.7502306,0.209996,0.873088
A_recon,-1.4858537,0.58171743,1.4026581,0.9916862,0.51012665
A_recon,0.054299355,1.022332,1.365867,0.72642463,0.30980656
A_recon,-3.4794564,0.36289084,-0.26266012,0.8680381,0.8512612
A_recon,0.35846663,2.3573215,0.28719574,0.049483784,0.42149147
A_recon,-0.9510722,-2.260587,-0.5303927,0.68143845,0.6856593
A_recon,-0.6738038,-1.8239672,-0.3072613,0.4399365,0.62579334
A_recon,-2.0114498,0.076256275,-1.1007526,0.41641995,0.77093154
A_recon,-3.4278178,-1.2143464,-0.45792988,0.7082548,0.89808196
A_recon,-1.6559634,-1.0958829,-1.0016471,0.30831894,0.76862365
A_recon,2.5423563,0.487029,1.1131529,0.51346785,0.10487938
A_recon,1.7131157,-0.40596092,0.1149168,0.26072472,0.32550934
A_recon,-2.178277,-1.1784346,-0.8595552,0.39140406,0.8017381
A_recon,-0.8647618,-1.8177388,0.3172139,0.53332615,0.5910273
A_recon,1.2163129,1.6533947,0.22208422,0.157881,0.34216362
A_recon,-0.05445528,1.2488301,-0.6086199,0.27618712,0.52168196
A_recon,0.52591133,-0.3653438,-0.22150436,0.4204059,0.45673707
A_recon,1.4352992,1.0269092,1.1514574,0.47274798,0.20494863
A_recon,-0.59256124,0.9530722,-0.012429595,0.80000395,0.5212349
A_recon,-3.4473968,0.4289166,0.85315514,0.6429501,0.72622025
A_recon,0.6398306,-0.98123163,0.17651588,0.56249005,0.41662955
A_recon,1.6134064,0.33760196,0.40168482,0.8698674,0.31695595
A_recon,3.2919283,0.15605971,-0.0027242303,0.19734886,0.17827696
A_recon,2.9543014,0.27255195,-0.7334326,0.10408304,0.34539112
A_recon,2.399074,-0.60893005,-0.34639305,0.39372522,0.28989047
A_recon,-2.902174,1.0929284,0.28427696,0.13718995,0.7309173
A_recon,-0.77842,-1.1397827,0.04325813,0.55598104,0.58299446
A_recon,-2.3876438,-0.0063622594,1.1484157,0.5736433,0.606093
A_recon,-0.76840496,1.0777564,-0.8378299,0.13159356,0.64910316
A_recon,1.7816942,-1.5144393,1.5833535,0.716054,0.19857484
A_recon,0.8280823,-1.2543728,0.052322328,0.5565395,0.43496293
A_recon,1.0336797,0.69162875,0.17710328,0.42318198,0.33073625
A_recon,1.1067283,0.92176676,0.52161634,0.9174818,0.34333178
A_recon,-2.8583922,0.431721,1.0622835,0.85591227,0.6612813
A_recon,-0.30049324,-0.7638226,-1.5951246,0.22096917,0.6989969
A_recon,1.4880707,1.3691516,0.8216474,0.16658318,0.24819742
A_recon,0.47816896,-1.1048806,-1.2972155,0.9155364,0.62856925
A_recon,3.4894462,0.63608533,-1.1039282,0.1572519,0.27243516
A_recon,0.91373086,-2.2963047,0.47466886,0.7572063,0.4216051
A_recon,3.3527074,0.34610438,-0.24970046,0.31251702,0.18292047
A_recon,-2.808847,0.23539212,0.3200845,0.36118534,0.7243392
A_recon,1.6041348,-0.7322709,0.98478043,0.55372465,0.25965908
A_recon,1.371006,-1.9403691,-0.041086406,0.9259642,0.45149893
A_recon,-0.22686863,0.90485245,-0.0813826,0.0020568431,0.54409665
A_recon,0.771014,1.3161612,-1.8843257,0.16228734,0.5826324
A_recon,-0.68474007,0.56698644,1.6974211,0.7202118,0.37445453
A_recon,0.09571552,1.8108077,0.6836066,0.39446652,0.35689992
A_recon,3.2727647,-0.02178514,-0.08946958,0.28781042,0.18263312
A_recon,0.64915323,-1.1502073,0.52673006,0.96289563,0.45125055
A_recon,-0.7283106,0.9237653,-1.8176566,0.26402843,0.7146462
A_recon,-3.691115,-0.28669816,0.29567784,0.71416694,0.82405365
A_recon,-1.1475644,0.33770865,1.2772915,0.96422565,0.5059208
A_recon,1.1537943,-1.5897276,1.4818398,0.76276606,0.27796474
A_recon,-2.131312,0.67495775,1.3197547,0.70941406,0.5534221
A_recon,0.00518322,-2.3592288,-0.003386557,0.7232067,0.55607396
A_recon,1.6623399,-0.15183347,0.9015913,0.8052261,0.24864048
A_recon,-0.40897226,0.5353408,1.2321801,0.27121365,0.39078528
A_recon,-1.4226999,0.5192421,1.8040841,0.62668675,0.43366545
A_recon,-0.41431475,-1.1521306,-0.49788642,0.8028859,0.63587075
A_recon,-2.5805893,0.5433816,0.100150645,0.88822967,0.7242837
A_recon,1.0370395,0.37937528,1.2004485,0.90583414,0.30560285
A_recon,0.7862189,-0.26609755,1.7172534,0.9038964,0.28773248
A_recon,-0.4209361,0.2039985,0.7014257,0.0976338,0.49793673
A_recon,-2.0553703,0.37398744,0.8422214,0.37640607,0.5934441
A_recon,0.7615719,-1.1890845,1.1377202,0.45639208,0.32986897
A_recon,-1.0267396,0.29779541,-0.6639525,0.8916854,0.6746948
A_recon,2.291735,0.18197101,-0.50509495,0.41925362,0.2919206
A_recon,-4.0003295,0.41881955,-0.36247575,0.2649121,0.9110655
A_recon,2.7596679,1.1744237,-0.4662196,0.019858774,0.3068856
A_recon,-0.52463245,0.77614117,-1.7096578,0.28875428,0.6685561
A_recon,-1.3037791,-1.5129495,0.5948695,0.78072417,0.6164307
A_recon,0.76864886,1.2143793,-1.5531818,0.020170938,0.58398205
A_recon,3.638454,0.38147473,-1.4131105,0.16499393,0.307356
A_recon,-0.22831917,0.41225088,-1.8413961,0.31096843,0.66130483
A_recon,0.5516882,0.13914454,0.8119693,0.5320111,0.3427744
A_recon,-0.7014246,1.3376546,0.4904399,0.3630433,0.47019273
A_recon,-0.8827772,-0.5948084,-0.63044447,0.8826397,0.67763925
A_recon,3.4754455,0.07723218,-0.60476506,0.20747763,0.21623443
A_recon,0.9741843,-1.5787301,0.33286488,0.5616344,0.39674702
A_recon,-1.843471,-0.46278548,0.35223407,0.7778175,0.65062094
A_recon,1.5828829,1.0984604,0.47963047,0.9296082,0.29965708
A_recon,-0.5807023,0.59519243,1.002087,0.87348026,0.46630374
A_recon,1.9976146,2.245765,0.349055,0.13552101,0.23398633
A_recon,0.79146266,-2.540153,1.1973414,0.7918001,0.37815955
A_recon,-1.0800166,-2.0616362,0.41351014,0.67534626,0.60492295
A_recon,2.2591386,-0.06130904,-1.0824575,0.42160356,0.35453773
A_recon,-3.3134189,0.2835011,-0.57295656,0.0255671,0.884455
A_recon,0.84973574,-1.1690371,-0.14654374,0.16798148,0.48687673
A_recon,-0.8908396,-0.40164256,1.7362025,0.7494608,0.41502342
A_recon,2.243146,1.9124498,-0.14519027,0.08400477,0.29787195
A_recon,0.2459755,-0.2659191,0.8832835,0.31264994,0.3819063
A_recon,0.43603563,-0.12956846,0.827227,0.25521243,0.3663926
A_recon,-2.4253573,-0.07654005,1.2974776,0.7461009,0.60240465
A_recon,2.5739992,-0.6659998,-0.56499183,0.35905984,0.30306426
A_recon,-2.710146,1.5327177,-0.9740316,0.087188244,0.8267325
A_recon,4.5940375,0.20084557,-0.24446613,0.3704421,0.025622502
A_recon,0.19660425,-0.82840997,-0.09353572,0.32682988,0.50218564
A_recon,-0.62565756,-1.5029733,1.2692964,0.71702135,0.46415833
A_recon,-0.83420086,-0.9057681,-1.6366129,0.3201222,0.75284934
A_recon,-0.021878242,1.1717665,1.8521316,0.6936157,0.28533292
A_recon,-0.7409892,-1.4128344,-0.95180553,0.5385944,0.6706317
A_recon,-0.9655638,-0.6369646,1.2912341,0.8877328,0.50409573
A_recon,-0.64227915,0.46767232,0.8739475,0.7333652,0.4516709
A_recon,-1.8247852,1.7252016,-1.141948,0.40791875,0.7155132
A_recon,-1.1293044,-1.1944499,-0.7310178,0.4849095,0.68515885
A_recon,2.932412,-0.46717823,-0.28997895,0.47138575,0.23381029
A_recon,0.61201954,-1.1334887,-0.7566261,0.8717024,0.5699609
A_recon,-0.77587605,2.544638,-0.9150871,0.13803618,0.6026174
A_recon,-0.03249693,1.4577742,1.0416417,0.42423,0.3499335
A_recon,0.5262232,1.3147417,0.73830867,0.53491205,0.31249273
A_recon,-1.7435236,-0.5247627,-0.5996965,0.43622282,0.72073925
A_recon,-1.6267638,0.29690683,1.6364436,0.5980285,0.48763418
A_recon,-3.5899577,0.068941146,-0.5116123,0.4988431,0.87589693
A_recon,-0.060719013,0.00023752451,0.8792881,0.41369575,0.3939003
A_recon,-1.5669088,1.0076972,-0.48491257,0.686813,0.65195787
A_recon,-2.49654,1.2403387,-0.62899584,0.32932246,0.74781704
A_recon,0.5324769,-1.5102761,-0.43548447,0.606901,0.51699245
A_recon,0.79092455,-0.7763893,-0.65764123,0.72855836,0.4936646
A_recon,-0.59518194,1.9418056,0.12701112,0.13064663,0.51617265
A_recon,-2.049273,0.8154818,0.18445218,0.3264521,0.6469588
A_recon,3.4064236,-0.30877167,0.6974559,0.94470453,0.15397035
A_recon,-1.209549,1.1224267,1.2425883,0.9660213,0.48813373
A_recon,-1.0489836,0.44417208,0.3060066,0.9923888,0.5832967
A_recon,2.9920812,-0.16748667,0.025218427,0.042525835,0.27895182
A_recon,1.5318956,-1.3865905,0.9632553,0.82650876,0.30774674
A_recon,-1.9288664,1.0454884,-0.22839749,0.9352758,0.6794671
A_recon,3.4254255,-1.2114015,0.35347456,0.90194446,0.19886242
A_recon,2.328505,-0.9149341,0.48813736,0.7149413,0.2401257
A_recon,0.092095375,-0.40055472,1.9024601,0.67561936,0.2991788
A_recon,-3.0697618,0.3201034,-0.15017593,0.71960664,0.79552305
A_recon,0.9733894,-0.36162812,-0.017166704,0.57488585,0.39928392
A_recon,-0.6873808,1.6323888,0.73886275,0.7884201,0.44644785
A_recon,3.5425477,-0.33637935,0.6148609,0.5019296,0.068956785
A_recon,0.6746249,1.5377247,0.24302167,0.2259375,0.3626342
A_recon,1.3530464,-0.04401183,-1.9804522,0.09434903,0.60093707
A_recon,0.91595745,-0.7530629,-1.8192656,0.9082557,0.6238447
A_recon,1.0552208,-2.1903374,1.6064401,0.754879,0.293013
A_recon,-1.553884,0.68350977,-1.0302444,0.17724194,0.7412864
A_recon,-2.2666445,-2.0908115,-1.1043057,0.82245827,0.893899
A_recon,1.4772682,-0.12094849,-0.9371183,0.30034676,0.4362435
A_recon,-3.0736084,-0.09382385,-0.11288813,0.635655,0.79188514
A_recon,-0.34663248,0.04459864,0.6751847,0.35615286,0.45354262
A_recon,-0.9498849,2.3474953,-0.7625246,0.21416308,0.60706383
A_recon,-0.38651705,1.335021,-0.16655558,0.17560877,0.5371754
A_recon,-0.20650053,0.7212141,1.2350265,0.070950314,0.40714043
A_recon,1.131984,-0.65187913,0.39270276,0.07443856,0.42375138
A_recon,0.64017296,0.47186163,-0.66098744,0.06909021,0.5422026
A_recon,1.1544943,0.2806664,-0.15114215,0.08991877,0.4473488
A_recon,-1.7037029,1.1851047,0.48528653,0.8340293,0.5836152
A_recon,0.07350397,-2.3205156,0.20992345,0.5178083,0.52423996
A_recon,-3.2839036,1.3091637,-0.66778505,0.12858401,0.8580396
A_recon,0.87891626,-1.861155,0.116957664,0.5249947,0.43466547
A_recon,-1.5621576,0.27441758,0.25097996,0.5426298,0.6049831
A_recon,-0.5656524,-1.5500576,-1.0516751,0.49659204,0.67249006
A_recon,0.5090723,0.7411516,-0.3752554,0.20648636,0.47705215
A_recon,0.9327462,-1.0884056,-0.9074228,0.43439788,0.5064214
A_recon,1.3590109,0.57943004,0.46402997,0.87085646,0.32661504
A_recon,0.48016977,0.092446566,-0.44474608,0.38373548,0.47467685
A_recon,-1.1963892,-1.7061307,-0.9706726,0.5039852,0.73579866
A_recon,1.0846641,-1.7415478,-0.29577404,0.9302424,0.5000384
A_recon,-0.16906357,1.9326072,-1.4025388,0.2328014,0.5858252
A_recon,-1.1578951,1.1090517,0.7487891,0.7255077,0.49350923
A_recon,-1.3427982,0.25410202,0.13762087,0.48384133,0.58655
A_recon,-1.0119791,-1.4712982,-0.6294509,0.78736794,0.7035713
A_recon,2.639582,0.8711901,0.34613973,0.3596735,0.17734873
A_recon,1.2735589,-1.1415484,-0.2320331,0.54235864,0.41095817
A_recon,0.76271105,-0.16225404,-0.5686357,0.36828595,0.46976185
A_recon,-1.5222759,-0.6529805,0.72673774,0.86614925,0.604898
A_recon,-3.371964,-0.5235886,-0.2676347,0.91481787,0.8730194
A_recon,1.0676644,-0.48869407,-0.2936468,0.6318213,0.41454658
A_recon,1.8955538,-0.59128803,-0.8394258,0.9810202,0.44922197
A_recon,-1.111618,-2.118567,-0.35230815,0.73205566,0.6914774
A_recon,0.83600354,-1.192864,-1.5005519,0.83042395,0.5920625
A_recon,-2.656334,-0.24229348,0.15806639,0.8947207,0.7572515
A_recon,1.1051667,0.644346,-2.475098,0.27190575,0.5863836
A_recon,-0.45715475,-1.2097557,0.086568475,0.98667794,0.5920273
A_recon,3.554925,0.28358957,0.29613245,0.39041403,0.08572137
A_recon,2.1041033,0.9896354,1.1865038,0.49721253,0.11445631
A_recon,-2.346829,0.57873774,0.3627754,0.18032373,0.6876632
A_recon,-0.14648867,-1.5473337,1.7547038,0.8214788,0.3860434
A_recon,0.46719074,1.4023329,0.46230692,0.33689764,0.35394433
A_recon,-1.046855,0.5848025,2.1331296,0.68934447,0.371963
A_recon,2.4033415,2.2458754,0.5255022,0.2183556,0.15099487
A_recon,1.1338096,-0.77100605,-1.4208077,0.35136306,0.51420254
A_recon,2.6880522,0.5980818,-0.27098024,0.38424447,0.22828157
A_recon,1.8473976,0.05665353,-0.4562338,0.23662399,0.37096217
A_recon,0.45794106,-0.120795906,0.90883577,0.03506344,0.41958404
A_recon,-1.1921978,0.15447688,-0.15145826,0.7702089,0.6140171
A_recon,0.20868444,-0.55173415,0.39460564,0.95035464,0.49337706
A_recon,-1.503891,0.1594471,0.34244418,0.22624786,0.6209885
A_recon,0.95629764,2.1573524,-0.54439384,0.16265136,0.4204574
A_recon,-1.3659186,0.8875379,-0.75992405,0.3476042,0.6428467
A_recon,3.7376058,0.096977204,-1.2937689,0.082766004,0.31649038
A_recon,0.92512274,-0.8291591,-0.44583613,0.6497329,0.44744113
A_recon,0.9180894,1.8112948,-0.3279897,0.3685525,0.3696882
A_recon,2.1828544,-1.0011094,0.70193386,0.56247854,0.2219704
A_recon,3.4038348,0.41807136,0.94550025,0.90585,0.08412188
A_recon,-0.41784334,1.2546426,0.9746846,0.86157936,0.41973957
A_recon,-3.7579246,0.5057089,0.17046016,0.9216769,0.83166486
A_recon,1.1416242,-1.7294552,-0.046205193,0.9350577,0.46471897
A_recon,0.7527232,-1.5238235,1.4154761,0.5898194,0.3156384
A_recon,-2.2747078,1.3574398,-0.74339473,0.50230026,0.7332167
A_recon,2.2069662,1.0272797,-0.27888668,0.037615165,0.3505223
A_recon,3.7202735,1.8285449,0.40783083,0.10244131,0.09043321
A_recon,-2.0245676,0.8866862,0.3861521,0.5239234,0.6192055
A_recon,0.5518422,-0.71485716,-1.1432369,0.8560083,0.5911968
A_recon,0.061233997,-0.8920885,0.91888905,0.43263456,0.4145209
A_recon,2.445104,-0.86038476,0.012823284,0.0037293623,0.3510733
A_recon,0.33127785,2.2399442,0.23412967,0.2123031,0.37883294
A_recon,-1.5113931,0.6774093,0.4794181,0.7599704,0.5704049
A_recon,1.5426655,2.7316473,0.22780168,0.15841798,0.26760146
A_recon,1.2564712,0.75679433,0.25542492,0.19957633,0.32953894
A_recon,-1.6229649,1.5536242,-1.0466448,0.28553605,0.700413
A_recon,-0.055745125,-1.5541205,-1.5419879,0.6092834,0.679436
A_recon,-0.4247737,-0.9652495,1.8931348,0.8364056,0.39226893
A_recon,-0.5541954,0.74976194,-1.4183662,0.21889484,0.6633775
A_recon,-0.13451195,-0.5800056,-0.2869594,0.5994679,0.54611444
A_recon,-0.7582164,-0.7354414,-0.78130114,0.5299406,0.646874
A_recon,-2.4235125,0.89291775,-0.3113977,0.4448642,0.72746176
A_recon,-0.34284878,-1.9897699,-0.5311738,0.5804205,0.63192767
A_recon,0.28584528,-1.8105178,0.045719385,0.8141185,0.53011805
A_recon,-0.3150816,-1.1754715,-1.1788268,0.21748805,0.67399526
A_recon,3.504725,-0.50371546,0.3230226,0.49723417,0.11369993
A_recon,2.1252584,0.37451872,0.54505324,0.09792056,0.280194
A_recon,-0.8498168,0.6952443,-0.04231465,0.51323754,0.55115455
A_recon,-1.5444603,-0.79477984,0.63736403,0.7910079,0.60378146
A_recon,0.36308098,-1.2458758,-0.16392279,0.9985589,0.54816765
A_recon,-0.33313894,1.399399,-0.03898269,0.47569305,0.47671437
A_recon,-2.3294811,0.88087267,-0.35155568,0.2966034,0.71865493
A_recon,1.2359059,-1.0271964,-1.5809178,0.5795036,0.52706766
A_recon,1.3452117,-0.84994453,-0.5589816,0.37175205,0.42621556
A_recon,3.2839446,-0.46071905,-0.17189497,0.11700239,0.2446277
A_recon,-2.1706114,-0.84888965,-0.74975556,0.5244986,0.78610116
A_recon,-3.644978,-0.2983737,-0.3151241,0.7991357,0.88437223
A_recon,-0.5422282,-0.9578026,-1.1787064,0.8911273,0.7080483
A_recon,-0.7009344,1.3276927,-0.09669191,0.9781112,0.55862933
A_recon,2.9356532,-0.42243004,-0.6185709,0.36772463,0.26532206
A_recon,3.5709994,0.54770046,-1.1518216,0.25166517,0.23272067
A_recon,-0.14977884,2.4513633,-0.9140891,0.11082077,0.559689
A_recon,3.1809044,-0.62866265,-0.61002684,0.4362319,0.24395956
A_recon,0.8658576,-0.34497076,1.7494285,0.80702716,0.26062876
A_recon,0.27120543,-0.713016,-1.4820855,0.23464479,0.6348144
A_recon,-1.6626801,-1.5580461,-0.51061547,0.8495665,0.761977
A_recon,-0.75102234,-2.1541426,1.0397978,0.71173704,0.51857305
A_recon,-1.803442,2.460359,-1.2356901,0.20094281,0.7244065
A_recon,0.10524511,-2.1417365,0.9076005,0.63175154,0.4316587
A_recon,-3.054965,-0.4461903,0.10810119,0.8196922,0.8039645
A_recon,2.943846,0.87528765,0.9408815,0.9328704,0.12204833
A_recon,-0.879714,2.604288,-0.94878983,0.16221477,0.6033962
A_recon,-1.4473062,-2.4100502,-0.8346104,0.82201517,0.78370184
A_recon,-0.9879556,0.17343476,-0.8681524,0.7758491,0.6703375
A_recon,4.4823933,0.68221784,-0.3656425,0.24372163,0.049500126
A_recon,-1.1796179,0.61486,0.72485805,0.2945814,0.52344847
A_recon,-2.3643465,0.4020512,1.3450545,0.95708406,0.59477335
A_recon,1.3457649,-1.3615782,0.47200537,0.36201605,0.34974775
A_recon,-3.5438685,0.4807945,-0.40722525,0.2889761,0.8553354
A_recon,-2.4098363,-1.1331804,-0.6063608,0.7200111,0.809842
A_recon,-1.4290271,-0.1658001,-0.93168795,0.132906,0.7490881
A_recon,0.28943062,1.7111647,1.466125,0.48316932,0.2633592
A_recon,-1.1548061,-1.0392811,-1.0532653,0.35813314,0.70980597
A_recon,-0.86683273,-0.50575614,1.4930859,0.5439863,0.43282503
A_recon,0.41203117,0.14915454,0.68739676,0.60325015,0.38387847
A_recon,-3.9592881,0.66855675,-0.08234832,0.64010745,0.8627527
A_recon,1.0028183,-0.56482655,1.0368812,0.43239906,0.29792267
A_recon,-0.67066336,-2.0897517,-1.1609089,0.88693243,0.7293972
A_recon,-2.9548702,1.0935583,-0.31535488,0.8356761,0.7742099
A_recon,0.7337682,-1.4068947,1.1395792,0.9333578,0.39095807
A_recon,-4.489182,0.5739004,-0.19130659,0.44590566,0.92728126
A_recon,-1.1172152,-1.8354502,0.058993638,0.7300859,0.6548706
A_recon,-1.1063766,0.69149435,1.1541249,0.43069577,0.46286774
A_recon,1.928932,-0.33487028,-0.48968935,0.27878276,0.36421865
A_recon,0.472157,1.2147717,1.8068731,0.65188646,0.23149267
A_recon,1.5843542,-0.9725464,-0.5911609,0.94598716,0.45982397
A_recon,-3.2625914,-1.0312858,-0.6039804,0.8043079,0.9091033
A_recon,-3.623631,-0.06340808,-0.8141678,0.2852018,0.9305279
A_recon,2.0455313,0.5329642,-1.6397984,0.22810575,0.45102718
A_recon,-1.9047284,-2.087868,-0.6762354,0.7716455,0.8116441
A_recon,-0.021291733,-1.367259,-0.076049864,0.7051285,0.53436214
A_recon,-1.8413157,-0.5583438,0.80962527,0.86360174,0.62361556
A_recon,-1.6164494,1.534024,-0.8588946,0.1463616,0.70068127
A_recon,-0.30721712,-1.403244,0.85895956,0.86167926,0.4955947
A_recon,0.54934216,-0.62868947,-1.8736019,0.43262544,0.6139645
A_recon,1.8153079,1.5657854,0.68690574,0.27334547,0.20102122
A_recon,-0.08937597,-1.7038126,-0.72397435,0.34324467,0.60540384
A_recon,1.2893457,-0.6993554,-0.990487,0.9935039,0.512285
A_recon,2.3160312,-1.436312,-0.026282668,0.9560321,0.35872746
A_recon,1.5572844,-0.672236,-0.06284925,0.08374604,0.4250717
A_recon,0.33591175,-0.1633113,-0.4285013,0.31518847,0.49188238
A_recon,-1.2637196,0.3547877,-0.8000854,0.71957904,0.6781664
A_recon,0.79650784,0.5132751,-0.6725517,0.035325132,0.52871555
A_recon,-1.0839648,-0.61442393,-1.305218,0.035923656,0.7788496
A_recon,-0.5968313,0.22650859,0.61650217,0.044890292,0.52407724
A_recon,-0.8491216,-2.352771,-0.43132868,0.86844486,0.69761395
A_recon,-0.2148633,-1.0658865,-1.8339196,0.33373243,0.6944257
A_recon,1.7273071,0.93675745,-0.70225155,0.31873983,0.34516716
A_recon,0.4831133,-2.1989274,1.5151572,0.79334384,0.36380562
A_recon,0.6837449,0.7409182,0.7815099,0.3185663,0.32561278
A_recon,-1.0958853,-1.3132677,0.67259896,0.73843086,0.5609014
A_recon,0.87372136,0.08838123,-0.15471491,0.36934072,0.4017337
A_recon,2.4923017,0.16562143,-0.7025995,0.29751933,0.3032799
A_recon,-0.8283758,0.30898952,-0.3810715,0.38722652,0.58624005
A_recon,-2.1724315,1.6443994,-0.6000617,0.16803724,0.73199064
A_recon,2.722095,1.3889081,-0.5569876,0.07501115,0.31020805
A_recon,1.9343984,0.006961763,0.5185778,0.87120146,0.27265733
A_recon,2.878662,-0.779005,-0.28178972,0.86838317,0.277683
A_recon,2.4830563,-1.0844855,0.17360193,0.46082133,0.24971278
A_recon,2.292206,-1.5115635,-0.10130787,0.68837625,0.32163894
A_recon,0.9773166,0.23174825,1.8595641,0.8626496,0.23268437
A_recon,1.1232691,-0.33473128,0.5707936,0.39072338,0.32569906
A_recon,-1.0696297,-0.18074936,2.218338,0.71181035,0.38425493
A_recon,-2.8689332,-0.5602202,-0.39575958,0.75479144,0.81896037
A_recon,1.9570255,2.0195138,-0.27036148,0.07807461,0.3319903
A_recon,2.0545151,0.11641827,-0.56119585,0.13816208,0.38706458
A_recon,-0.9579854,-0.2541408,2.0460527,0.75033,0.3846505
A_recon,-1.5343566,0.8974308,0.9392736,0.70564896,0.52807075
A_recon,-0.034163,-0.6047458,-1.9593807,0.18526748,0.6976243
A_recon,0.12931824,-1.6738923,-0.15252098,0.8267319,0.5551984
A_recon,-1.488586,-1.1773643,0.34716493,0.8009012,0.647427
A_recon,-0.7405,1.2459478,1.6934366,0.33274353,0.3451896
A_recon,1.6199086,0.2146439,-1.9036015,0.340282,0.49715444
A_recon,1.6954601,1.625468,-1.0316217,0.110571995,0.4167409
A_recon,-2.2416778,-0.5467195,-0.8464741,0.44548315,0.78130275
A_recon,0.8232112,0.14964911,-0.88076466,0.10976126,0.54028046
A_recon,-1.1682467,-1.8309345,-0.67379814,0.54340714,0.70539016
A_recon,0.44226837,-1.6850462,1.2440418,0.6245833,0.36477554
A_recon,-0.8814025,-0.4283014,0.8070022,0.5819411,0.49596283
A_recon,2.0891635,-0.030328631,-1.7060815,0.071648546,0.5286298
A_recon,1.9360328,0.09203443,1.0679021,0.6216704,0.18055788
A_recon,0.13733768,-2.5019562,0.8839803,0.7522149,0.46381795
A_recon,-1.094161,-0.83300835,-0.784822,0.14185321,0.7278507
A_recon,2.909904,-1.2388992,0.7746427,0.5950768,0.16891074
A_recon,-0.41958904,-0.46301877,1.9898431,0.8190555,0.36036792
A_recon,0.65832615,0.5647802,-1.1530155,0.19361944,0.5304957
A_recon,1.9363866,1.4924078,1.6086373,0.9134149,0.13030614
A_recon,1.2881525,-1.2480872,0.87294567,0.97191405,0.35497332
A_recon,-1.4953232,-1.0202787,-0.74163824,0.71164453,0.72793555
A_recon,2.7637079,-1.7128832,1.1812595,0.87203574,0.17839262
A_recon,0.8164582,-0.91915816,-1.0605326,0.27178273,0.52921546
A_recon,-1.611856,0.26764527,2.0353281,0.6649684,0.43818367
A_recon,-1.9583979,-1.8099809,-1.1462842,0.92614424,0.8736094
A_recon,-1.5194206,0.65185016,-1.0329821,0.04472902,0.76356053
A_recon,1.1687539,0.6693748,1.2245315,0.82082456,0.24985749
A_recon,1.6725581,1.351391,0.23186058,0.23692317,0.27400365
A_recon,-1.4303913,-1.9109182,0.015882552,0.8011131,0.68465525
A_recon,2.4327524,-0.9722627,1.3624647,0.6424195,0.15380111
A_recon,-1.4359169,-1.458838,-0.73109627,0.8015446,0.74209476
A_recon,-2.0995631,-0.74744767,-1.2960573,0.400995,0.8225362
A_recon,-1.9533648,-1.257926,-1.4212255,0.45021605,0.84175265
A_recon,-0.27131605,-1.3815813,-1.1503521,0.92429733,0.6932912
A_recon,1.3359938,1.5866151,-0.86863226,0.0712337,0.46508068
A_recon,-2.998682,0.88974905,0.15396672,0.15620072,0.76086354
A_recon,-1.4801097,0.8001071,0.28539902,0.9728324,0.6175527
A_recon,-0.049693584,0.40506,0.75746334,0.9132513,0.44133955
A_recon,3.4175882,0.6647706,-1.2199621,0.14686805,0.30628926
A_recon,3.6443548,-1.0845213,0.5499698,0.97345924,0.15296
A_recon,0.118067265,1.2671653,0.26877564,0.26545542,0.42007685
