model,epoch,task_mse,recon_mse,seed
A_recon_task,56,0.00384478377236519,0.0036127365747233853,1
A_recon_task,57,0.0037595672183670104,0.0035804057552013546,1
A_recon_task,58,0.003565432838513516,0.0036686516541521996,1
A_recon_task,59,0.00341910459974315,0.0035505671257851645,1
A_recon_task,60,0.0036015750229125842,0.0036701132194139063,1
A_recon_task,61,0.0035223791492171586,0.0036749262508237734,1
A_recon_task,62,0.003211658666259609,0.003574392685550265,1
A_recon_task,63,0.0032039002544479445,0.0035665877512656152,1
A_recon_task,64,0.0031555435998598114,0.003571201566956006,1
A_recon_task,65,0.0030262835207395256,0.0036865121364826337,1
A_recon_task,66,0.002793299499899149,0.0035626558383228257,1
A_recon_task,67,0.0027422551065683365,0.0035041380615439266,1
A_recon_task,68,0.002612822747323662,0.003443795765633695,1
A_recon_task,69,0.002510915364837274,0.003482994987280108,1
A_recon_task,70,0.002374179079197347,0.003458083447185345,1
A_recon_task,71,0.002497610286809504,0.003444893445703201,1
A_recon_task,72,0.0025273135252064094,0.0035133379278704524,1
A_recon_task,73,0.002463383774738759,0.0034889109956566244,1
A_recon_task,74,0.002210636608651839,0.0034616522752912715,1
A_recon_task,75,0.002137419876817148,0.0034239699743920937,1
A_recon_task,76,0.002138250580173917,0.003467692105914466,1
A_recon_task,77,0.0020408621930982918,0.0034317497338633984,1
A_recon_task,78,0.0019273427460575476,0.003352915882715024,1
A_recon_task,79,0.0019275706945336424,0.0033824160491349176,1
A_recon_task,80,0.001932596518599894,0.003441960405325517,1
B_task_only,1,0.15747878793627024,0.0,1
B_task_only,2,0.10295802587643266,0.0,1
B_task_only,3,0.08975124405696988,0.0,1
B_task_only,4,0.05243122042156756,0.0,1
B_task_only,5,0.038770681247115135,0.0,1
B_task_only,6,0.034665858023799956,0.0,1
B_task_only,7,0.032869225018657744,0.0,1
B_task_only,8,0.030197165557183325,0.0,1
B_task_only,9,0.025088783586397767,0.0,1
B_task_only,10,0.019914546515792608,0.0,1
B_task_only,11,0.016787817992735654,0.0,1
B_task_only,12,0.014512846420984715,0.0,1
B_task_only,13,0.012880525377113372,0.0,1
B_task_only,14,0.01283460098784417,0.0,1
B_task_only,15,0.01265372714260593,0.0,1
B_task_only,16,0.011521030508447438,0.0,1
B_task_only,17,0.01101191813359037,0.0,1
B_task_only,18,0.010856510896701366,0.0,1
B_task_only,19,0.010592016216833144,0.0,1
B_task_only,20,0.010700713726691902,0.0,1
B_task_only,21,0.010207341285422444,0.0,1
B_task_only,22,0.010206176026258618,0.0,1
B_task_only,23,0.010137218108866364,0.0,1
B_task_only,24,0.010162710037548095,0.0,1
B_task_only,25,0.009264891123166308,0.0,1
B_task_only,26,0.010172339563723654,0.0,1
B_task_only,27,0.010369252471718937,0.0,1
B_task_only,28,0.00950637855567038,0.0,1
B_task_only,29,0.009314007824286819,0.0,1
B_task_only,30,0.008959722588770092,0.0,1
B_task_only,31,0.00846663094125688,0.0,1
B_task_only,32,0.008169506065314636,0.0,1
B_task_only,33,0.008036081941099837,0.0,1
B_task_only,34,0.007657035544980317,0.0,1
B_task_only,35,0.007660368486540392,0.0,1
B_task_only,36,0.008175129507435486,0.0,1
B_task_only,37,0.008574711246183142,0.0,1
B_task_only,38,0.007747389376163483,0.0,1
B_task_only,39,0.007693041232414544,0.0,1
B_task_only,40,0.007039005198748782,0.0,1
B_task_only,41,0.007057035778416321,0.0,1
B_task_only,42,0.007071113825077191,0.0,1
B_task_only,43,0.0070405706646852195,0.0,1
B_task_only,44,0.007141831563785672,0.0,1
B_task_only,45,0.007150624442147091,0.0,1
B_task_only,46,0.007155606464948505,0.0,1
B_task_only,47,0.006372922740411013,0.0,1
B_task_only,48,0.006185616657603532,0.0,1
B_task_only,49,0.0059536321787163615,0.0,1
B_task_only,50,0.005898092465940863,0.0,1
B_task_only,51,0.005628323240671307,0.0,1
B_task_only,52,0.005642428382998332,0.0,1
B_task_only,53,0.005563330021686852,0.0,1
B_task_only,54,0.0055047615023795515,0.0,1
B_task_only,55,0.0051047227752860636,0.0,1
B_task_only,56,0.005231534451013431,0.0,1
B_task_only,57,0.005035661772126332,0.0,1
B_task_only,58,0.004711908390163444,0.0,1
B_task_only,59,0.004696748626884073,0.0,1
B_task_only,60,0.004585348011460155,0.0,1
B_task_only,61,0.004643908454454504,0.0,1
B_task_only,62,0.004076065742992796,0.0,1
B_task_only,63,0.004052170421346091,0.0,1
B_task_only,64,0.003932119463570416,0.0,1
B_task_only,65,0.004245925665600225,0.0,1
B_task_only,66,0.003971240177634172,0.0,1
B_task_only,67,0.004079763690242544,0.0,1
B_task_only,68,0.003488957736408338,0.0,1
B_task_only,69,0.003400996924028732,0.0,1
B_task_only,70,0.0036185157514410093,0.0,1
B_task_only,71,0.0042765485268319026,0.0,1
B_task_only,72,0.0036426598235266283,0.0,1
B_task_only,73,0.003287590981926769,0.0,1
B_task_only,74,0.0030061635770834982,0.0,1
B_task_only,75,0.0030050511995796114,0.0,1
B_task_only,76,0.0028556532342918217,0.0,1
B_task_only,77,0.0030384876881726086,0.0,1
B_task_only,78,0.0029654453392140567,0.0,1
B_task_only,79,0.002990970649989322,0.0,1
B_task_only,80,0.002695927323657088,0.0,1
A_recon_task,1,0.1016807178966701,0.08712885016575456,2
A_recon_task,2,0.07147855078801513,0.06451428518630564,2
A_recon_task,3,0.058457399951294065,0.03722082881722599,2
A_recon_task,4,0.04946560598909855,0.019040234619751573,2
A_recon_task,5,0.03919894993305206,0.013323290681000799,2
A_recon_task,6,0.03253957687411457,0.011525744863320142,2
A_recon_task,7,0.027241733158007264,0.010170335124712437,2
A_recon_task,8,0.021137856878340244,0.009100869239773601,2
A_recon_task,9,0.017373135138768703,0.008222578064305708,2
A_recon_task,10,0.015479069203138351,0.007617060240590945,2
A_recon_task,11,0.014950659882742912,0.007228657690575346,2
A_recon_task,12,0.014249364787247032,0.007062505144858733,2
A_recon_task,13,0.01310598140116781,0.006568986485945061,2
A_recon_task,14,0.012573155399877578,0.00640122129698284,2
A_recon_task,15,0.012248556187842041,0.006240789807634428,2
A_recon_task,16,0.01158815564122051,0.006208624225109816,2
A_recon_task,17,0.011414811131544411,0.006043612345820293,2
A_recon_task,18,0.010972351708915085,0.005885189108084887,2
A_recon_task,19,0.010883486655075103,0.005711872014217079,2
A_recon_task,20,0.010466943611390889,0.0055930595844984055,2
A_recon_task,21,0.010616672865580767,0.005566987470956519,2
A_recon_task,22,0.010187337116803974,0.005591919296421111,2
A_recon_task,23,0.009809560666326433,0.0053004717628937215,2
A_recon_task,24,0.009420084592420608,0.005099182017147541,2
A_recon_task,25,0.009092541236896068,0.004995785653591156,2
A_recon_task,26,0.00901185447582975,0.004920467996271327,2
A_recon_task,27,0.008673815173096955,0.004790632490767166,2
A_recon_task,28,0.008330005221068859,0.00470545282587409,2
A_recon_task,29,0.008475550741422921,0.004607126582413912,2
A_recon_task,30,0.008245640812674537,0.004549086967017502,2
A_recon_task,31,0.008206511731259525,0.004456232360098511,2
A_recon_task,32,0.008430664194747806,0.004507055244175717,2
A_recon_task,33,0.00796463675214909,0.004473221168154851,2
A_recon_task,34,0.007602611003676429,0.004443257057573646,2
A_recon_task,35,0.007049728301353753,0.004267777752829716,2
A_recon_task,36,0.006771380314603448,0.0041459058993496,2
A_recon_task,37,0.006880061875563115,0.004145331971812993,2
A_recon_task,38,0.007061436772346497,0.00418049082509242,2
A_recon_task,39,0.006225969758816063,0.004019789688754827,2
A_recon_task,40,0.006279079942032695,0.003962035232689232,2
A_recon_task,41,0.006051142350770533,0.003968833378166892,2
A_recon_task,42,0.005729913536924869,0.003821174774202518,2
A_recon_task,43,0.005833960458403453,0.003880723670590669,2
A_recon_task,44,0.0059527122939471155,0.0038548983284272254,2
A_recon_task,45,0.005506134039023891,0.003706896721269004,2
A_recon_task,46,0.005111301725264639,0.003729217016370967,2
A_recon_task,47,0.005110883415909484,0.0037308422615751624,2
A_recon_task,48,0.005127324955537915,0.0038125388527987525,2
A_recon_task,49,0.004621006257366389,0.003647089164587669,2
A_recon_task,50,0.0045115750981494784,0.003597761082346551,2
A_recon_task,51,0.004618645820301026,0.0035858068295056,2
A_recon_task,52,0.004424523533089086,0.003569170236005448,2
A_recon_task,53,0.004145763043197803,0.0035999706451548263,2
A_recon_task,54,0.0042364848632132635,0.0035983931447844952,2
A_recon_task,55,0.004009713724371977,0.0035207375622121617,2
A_recon_task,56,0.003891338375979103,0.0036330915318103507,2
A_recon_task,57,0.003746055139345117,0.0036742043448612094,2
A_recon_task,58,0.0037171622388996184,0.003558417927706614,2
A_recon_task,59,0.0037946569646010175,0.003508230409352109,2
A_recon_task,60,0.004395752621348947,0.003788520203670487,2
A_recon_task,61,0.0034744265576591715,0.003604246725444682,2
A_recon_task,62,0.00339870568132028,0.0035057176573900506,2
A_recon_task,63,0.0032761778275016695,0.0034919660683954135,2
A_recon_task,64,0.0029232170927571133,0.0034615532349562272,2
A_recon_task,65,0.0026870081783272326,0.0033863785647554323,2
A_recon_task,66,0.0025914656871464103,0.0033517492847749963,2
A_recon_task,67,0.0023978208118933253,0.0034172940795542672,2
A_recon_task,68,0.002359410558710806,0.0033564237819518894,2
A_recon_task,69,0.002180063835112378,0.0033009277540259063,2
A_recon_task,70,0.0023397671393468045,0.003291633358458057,2
A_recon_task,71,0.0022774709068471566,0.0033080135617638007,2
A_recon_task,72,0.00209626043215394,0.0033134177938336506,2
A_recon_task,73,0.0020072003026143648,0.0032561219995841384,2
A_recon_task,74,0.0018436302998452447,0.003234178395359777,2
A_recon_task,75,0.0019442941702436656,0.0032706680212868378,2
A_recon_task,76,0.0017869398798211478,0.003220311235054396,2
A_recon_task,77,0.001627782970899716,0.0032465132098877802,2
A_recon_task,78,0.0018102003014064394,0.0032067843421828,2
A_recon_task,79,0.0016710735362721607,0.0032154428045032546,2
A_recon_task,80,0.0016937891850830056,0.003205304281436838,2
B_task_only,1,0.10324563691392541,0.0,2
B_task_only,2,0.07716320035979152,0.0,2
B_task_only,3,0.056028906255960464,0.0,2
B_task_only,4,0.04219348751939833,0.0,2
B_task_only,5,0.037082456750795245,0.0,2
B_task_only,6,0.03126973926555365,0.0,2
B_task_only,7,0.025265055242925882,0.0,2
B_task_only,8,0.019694602116942406,0.0,2
B_task_only,9,0.01592342124786228,0.0,2
B_task_only,10,0.014451907074544579,0.0,2
B_task_only,11,0.014738145284354687,0.0,2
B_task_only,12,0.014084384252782911,0.0,2
B_task_only,13,0.012682498141657561,0.0,2
B_task_only,14,0.012120274011977017,0.0,2
B_task_only,15,0.012090074422303587,0.0,2
B_task_only,16,0.011373581364750862,0.0,2
B_task_only,17,0.01115402829600498,0.0,2
B_task_only,18,0.010556648368947208,0.0,2
B_task_only,19,0.010463032231200486,0.0,2
B_task_only,20,0.009846118453424424,0.0,2
B_task_only,21,0.010271365928929299,0.0,2
B_task_only,22,0.009135197789873928,0.0,2
B_task_only,23,0.008444104983936995,0.0,2
B_task_only,24,0.008417971548624337,0.0,2
B_task_only,25,0.008181501150829718,0.0,2
B_task_only,26,0.008751742454478517,0.0,2
B_task_only,27,0.007891861692769453,0.0,2
B_task_only,28,0.007192788005340844,0.0,2
B_task_only,29,0.006791316875023767,0.0,2
B_task_only,30,0.00657458882778883,0.0,2
B_task_only,31,0.0073477412515785545,0.0,2
B_task_only,32,0.006384807376889512,0.0,2
B_task_only,33,0.00611108000157401,0.0,2
B_task_only,34,0.005961475690128282,0.0,2
B_task_only,35,0.0052374316728673875,0.0,2
B_task_only,36,0.004996242263587192,0.0,2
B_task_only,37,0.004967160028172657,0.0,2
B_task_only,38,0.005501307750819251,0.0,2
B_task_only,39,0.004594950165483169,0.0,2
B_task_only,40,0.004241105620167218,0.0,2
B_task_only,41,0.003917964335414581,0.0,2
B_task_only,42,0.0038238219713093713,0.0,2
B_task_only,43,0.00362313752702903,0.0,2
B_task_only,44,0.0040982210921356454,0.0,2
B_task_only,45,0.003420483582885936,0.0,2
B_task_only,46,0.003125469680526294,0.0,2
B_task_only,47,0.0030726407567271963,0.0,2
B_task_only,48,0.0030583306797780097,0.0,2
B_task_only,49,0.00302941698464565,0.0,2
B_task_only,50,0.0028344446182018146,0.0,2
B_task_only,51,0.003194103017449379,0.0,2
B_task_only,52,0.002953760660602711,0.0,2
B_task_only,53,0.002543995768064633,0.0,2
B_task_only,54,0.002484028329490684,0.0,2
B_task_only,55,0.002448800500133075,0.0,2
B_task_only,56,0.0026463165995664895,0.0,2
B_task_only,57,0.002223490329924971,0.0,2
B_task_only,58,0.002337102050660178,0.0,2
B_task_only,59,0.0022713014332111925,0.0,2
B_task_only,60,0.0022527115943375975,0.0,2
B_task_only,61,0.0023409570421790704,0.0,2
B_task_only,62,0.0022208398950169794,0.0,2
B_task_only,63,0.0022828288201708347,0.0,2
B_task_only,64,0.0023454811089322902,0.0,2
B_task_only,65,0.002087641893012915,0.0,2
B_task_only,66,0.0020696485080407,0.0,2
B_task_only,67,0.0018573250126792118,0.0,2
B_task_only,68,0.0017398720447090454,0.0,2
B_task_only,69,0.0017022446409100667,0.0,2
B_task_only,70,0.0019389552253414877,0.0,2
B_task_only,71,0.0023448304273188114,0.0,2
B_task_only,72,0.0019924595035263337,0.0,2
B_task_only,73,0.0016177339275600389,0.0,2
B_task_only,74,0.0016391443350585178,0.0,2
B_task_only,75,0.0018200671111117117,0.0,2
B_task_only,76,0.0015674781025154516,0.0,2
B_task_only,77,0.001479710204876028,0.0,2
B_task_only,78,0.0015379932010546327,0.0,2
B_task_only,79,0.0016846001672092825,0.0,2
B_task_only,80,0.0014176820768625475,0.0,2
A_recon_task,1,0.1336491396650672,0.09260404761880636,3
A_recon_task,2,0.08693693671375513,0.08318146923556924,3
A_recon_task,3,0.058057733345776796,0.07297898223623633,3
A_recon_task,4,0.0479598343372345,0.05172114144079387,3
A_recon_task,5,0.04129611072130501,0.036046352121047676,3
A_recon_task,6,0.0356713782530278,0.0171532123349607,3
A_recon_task,7,0.031056974781677127,0.012336945976130664,3
A_recon_task,8,0.025668127578683197,0.010838862101081759,3
A_recon_task,9,0.020190096693113446,0.009868314722552896,3
A_recon_task,10,0.016295067849569023,0.009192311263177544,3
A_recon_task,11,0.014266195299569517,0.008532996114809066,3
A_recon_task,12,0.013846140180248767,0.008220727177103981,3
A_recon_task,13,0.012726426124572754,0.007550812530098483,3
A_recon_task,14,0.012366924551315606,0.007022406527539715,3
A_recon_task,15,0.011789405718445778,0.006745957187376916,3
A_recon_task,16,0.011438351648394018,0.00652341463137418,3
A_recon_task,17,0.01090125588234514,0.006353332661092281,3
A_recon_task,18,0.010700274375267327,0.006255604646867141,3
A_recon_task,19,0.010356793529354036,0.006257722852751613,3
A_recon_task,20,0.009998512628953904,0.006210948078660294,3
A_recon_task,21,0.009795323363505304,0.005994761479087174,3
A_recon_task,22,0.009473422425799072,0.0058928741491399705,3
A_recon_task,23,0.009263919724617153,0.005813171330373734,3
A_recon_task,24,0.008967299130745232,0.005752539756940678,3
A_recon_task,25,0.009063721256097779,0.005750262236688286,3
A_recon_task,26,0.008957005717093125,0.005541936494410038,3
A_recon_task,27,0.008953614858910441,0.005392764258431271,3
A_recon_task,28,0.008417979493970051,0.005159303836990148,3
A_recon_task,29,0.007922421529656276,0.004982891376130283,3
A_recon_task,30,0.008554180414648727,0.00497607555007562,3
A_recon_task,31,0.007571763504529372,0.004778450005687773,3
A_recon_task,32,0.007465417409548536,0.004649053269531578,3
A_recon_task,33,0.007295798073755577,0.004576622741296887,3
A_recon_task,34,0.00720656497287564,0.004546519310679287,3
A_recon_task,35,0.006938221544260159,0.0045192105462774634,3
A_recon_task,36,0.006931959418579936,0.0045395684719551355,3
A_recon_task,37,0.0068079764023423195,0.004451502725714818,3
A_recon_task,38,0.006813283282099292,0.0045535935496445745,3
A_recon_task,39,0.006763602286810055,0.0044592640188056976,3
A_recon_task,40,0.0064100518648047,0.004410647437907755,3
A_recon_task,41,0.006315203267149627,0.00435138851753436,3
A_recon_task,42,0.006341819622321054,0.004370245354948565,3
A_recon_task,43,0.006132954469649121,0.004365415894426405,3
A_recon_task,44,0.005774611869128421,0.004342565807746723,3
A_recon_task,45,0.005717987980460748,0.004272749851224944,3
