seed,arm,epoch,horizon,r2
0,A_recon,15,5,0.06837993860244751
0,A_recon,15,6,0.05807214975357056
0,A_recon,15,7,0.048076510429382324
0,A_recon,15,8,0.03822833299636841
0,A_recon,15,9,0.029014229774475098
0,A_recon,15,10,0.02034848928451538
0,A_recon,15,11,0.01101595163345337
0,A_recon,15,12,0.0025118589401245117
0,A_recon,15,13,-0.004905223846435547
0,A_recon,15,14,-0.012414336204528809
0,A_recon,15,15,-0.018795251846313477
0,A_recon,20,0,0.15175437927246094
0,A_recon,20,1,0.1429222822189331
0,A_recon,20,2,0.13334667682647705
0,A_recon,20,3,0.12327587604522705
0,A_recon,20,4,0.11435556411743164
0,A_recon,20,5,0.10479921102523804
0,A_recon,20,6,0.09409868717193604
0,A_recon,20,7,0.0850113034248352
0,A_recon,20,8,0.07581222057342529
0,A_recon,20,9,0.06600320339202881
0,A_recon,20,10,0.057750582695007324
0,A_recon,20,11,0.04833543300628662
0,A_recon,20,12,0.039057254791259766
0,A_recon,20,13,0.03151512145996094
0,A_recon,20,14,0.023808658123016357
0,A_recon,20,15,0.016369640827178955
0,A_recon,25,0,0.10708433389663696
0,A_recon,25,1,0.0972057580947876
0,A_recon,25,2,0.08821755647659302
0,A_recon,25,3,0.07828283309936523
0,A_recon,25,4,0.07094502449035645
0,A_recon,25,5,0.06309115886688232
0,A_recon,25,6,0.05334538221359253
0,A_recon,25,7,0.046242594718933105
0,A_recon,25,8,0.03869128227233887
0,A_recon,25,9,0.02949965000152588
0,A_recon,25,10,0.022937119007110596
0,A_recon,25,11,0.015131354331970215
0,A_recon,25,12,0.0064220428466796875
0,A_recon,25,13,0.0005492568016052246
0,A_recon,25,14,-0.0057212114334106445
0,A_recon,25,15,-0.01268017292022705
0,A_recon,30,0,0.14370876550674438
0,A_recon,30,1,0.13062936067581177
0,A_recon,30,2,0.11893177032470703
0,A_recon,30,3,0.10739529132843018
0,A_recon,30,4,0.09744209051132202
0,A_recon,30,5,0.0875592827796936
0,A_recon,30,6,0.07685065269470215
0,A_recon,30,7,0.06803202629089355
0,A_recon,30,8,0.05933117866516113
0,A_recon,30,9,0.04949313402175903
0,A_recon,30,10,0.04159003496170044
0,A_recon,30,11,0.03303307294845581
0,A_recon,30,12,0.023877739906311035
0,A_recon,30,13,0.016895592212677002
0,A_recon,30,14,0.009980261325836182
0,A_recon,30,15,0.0026427507400512695
0,A_recon,35,0,0.11693769693374634
0,A_recon,35,1,0.10280805826187134
0,A_recon,35,2,0.09230011701583862
0,A_recon,35,3,0.08061933517456055
0,A_recon,35,4,0.07011044025421143
0,A_recon,35,5,0.06133556365966797
0,A_recon,35,6,0.050203144550323486
0,A_recon,35,7,0.04084962606430054
0,A_recon,35,8,0.03327089548110962
0,A_recon,35,9,0.023174643516540527
0,A_recon,35,10,0.014945805072784424
0,A_recon,35,11,0.007443666458129883
0,A_recon,35,12,-0.0017272233963012695
0,A_recon,35,13,-0.008847713470458984
0,A_recon,35,14,-0.014336228370666504
0,A_recon,35,15,-0.021494388580322266
0,A_recon,40,0,0.0950247049331665
0,A_recon,40,1,0.0824703574180603
0,A_recon,40,2,0.06986892223358154
0,A_recon,40,3,0.05528998374938965
0,A_recon,40,4,0.04228335618972778
0,A_recon,40,5,0.030630409717559814
0,A_recon,40,6,0.01597076654434204
0,A_recon,40,7,0.003858506679534912
0,A_recon,40,8,-0.006496429443359375
0,A_recon,40,9,-0.020134687423706055
0,A_recon,40,10,-0.030832648277282715
0,A_recon,40,11,-0.04002988338470459
0,A_recon,40,12,-0.05249893665313721
0,A_recon,40,13,-0.06168484687805176
0,A_recon,40,14,-0.06873893737792969
0,A_recon,40,15,-0.07907748222351074
0,B_task,1,0,-0.08588337898254395
0,B_task,1,1,-0.0984811782836914
0,B_task,1,2,-0.11186766624450684
0,B_task,1,3,-0.1260007619857788
0,B_task,1,4,-0.14072775840759277
0,B_task,1,5,-0.1558283567428589
0,B_task,1,6,-0.1711663007736206
0,B_task,1,7,-0.18654656410217285
0,B_task,1,8,-0.20169174671173096
0,B_task,1,9,-0.21657562255859375
0,B_task,1,10,-0.2313143014907837
0,B_task,1,11,-0.24573838710784912
0,B_task,1,12,-0.259618878364563
0,B_task,1,13,-0.2729440927505493
0,B_task,1,14,-0.28548455238342285
0,B_task,1,15,-0.2970956563949585
0,B_task,5,0,-0.19456303119659424
0,B_task,5,1,-0.18375396728515625
0,B_task,5,2,-0.17922592163085938
0,B_task,5,3,-0.1795874834060669
0,B_task,5,4,-0.1835629940032959
0,B_task,5,5,-0.19003629684448242
0,B_task,5,6,-0.19853615760803223
0,B_task,5,7,-0.208426833152771
0,B_task,5,8,-0.21902644634246826
0,B_task,5,9,-0.2302767038345337
0,B_task,5,10,-0.2422022819519043
0,B_task,5,11,-0.25441503524780273
0,B_task,5,12,-0.2666105031967163
0,B_task,5,13,-0.2787322998046875
0,B_task,5,14,-0.29038071632385254
0,B_task,5,15,-0.30139660835266113
0,B_task,10,0,0.0701758861541748
0,B_task,10,1,0.07898277044296265
0,B_task,10,2,0.07703709602355957
0,B_task,10,3,0.0719301700592041
0,B_task,10,4,0.06571817398071289
0,B_task,10,5,0.05588352680206299
0,B_task,10,6,0.04616415500640869
0,B_task,10,7,0.03746438026428223
0,B_task,10,8,0.027803778648376465
0,B_task,10,9,0.018371224403381348
0,B_task,10,10,0.010105788707733154
0,B_task,10,11,0.0015577077865600586
0,B_task,10,12,-0.00704193115234375
0,B_task,10,13,-0.013941526412963867
0,B_task,10,14,-0.021154284477233887
0,B_task,10,15,-0.027672767639160156
0,B_task,15,0,0.11641836166381836
0,B_task,15,1,0.10612910985946655
0,B_task,15,2,0.09503531455993652
0,B_task,15,3,0.08332329988479614
0,B_task,15,4,0.07326120138168335
0,B_task,15,5,0.06223827600479126
0,B_task,15,6,0.05067145824432373
0,B_task,15,7,0.04103571176528931
0,B_task,15,8,0.03126204013824463
0,B_task,15,9,0.021367907524108887
0,B_task,15,10,0.013172447681427002
0,B_task,15,11,0.004039347171783447
0,B_task,15,12,-0.004703402519226074
0,B_task,15,13,-0.01162099838256836
0,B_task,15,14,-0.018721342086791992
0,B_task,15,15,-0.02530527114868164
0,B_task,20,0,0.14664077758789062
0,B_task,20,1,0.1367461085319519
0,B_task,20,2,0.12707215547561646
0,B_task,20,3,0.11595386266708374
0,B_task,20,4,0.10667234659194946
0,B_task,20,5,0.09710997343063354
0,B_task,20,6,0.08555960655212402
0,B_task,20,7,0.07652592658996582
0,B_task,20,8,0.0675927996635437
0,B_task,20,9,0.05738455057144165
0,B_task,20,10,0.04928475618362427
0,B_task,20,11,0.03998678922653198
0,B_task,20,12,0.030742883682250977
0,B_task,20,13,0.023328959941864014
0,B_task,20,14,0.015898406505584717
0,B_task,20,15,0.00847238302230835
0,B_task,25,0,0.4959893226623535
0,B_task,25,1,0.49481403827667236
0,B_task,25,2,0.4910854697227478
0,B_task,25,3,0.484096884727478
0,B_task,25,4,0.47907066345214844
0,B_task,25,5,0.473588228225708
0,B_task,25,6,0.46493107080459595
0,B_task,25,7,0.459492027759552
0,B_task,25,8,0.45404934883117676
0,B_task,25,9,0.4459342956542969
0,B_task,25,10,0.44053107500076294
0,B_task,25,11,0.4331521987915039
0,B_task,25,12,0.4234452247619629
0,B_task,25,13,0.4162811040878296
0,B_task,25,14,0.4073054790496826
0,B_task,25,15,0.3958791494369507
0,B_task,30,0,0.5013645887374878
0,B_task,30,1,0.5023478269577026
0,B_task,30,2,0.5025394558906555
0,B_task,30,3,0.4982386827468872
0,B_task,30,4,0.4956206679344177
0,B_task,30,5,0.49397313594818115
0,B_task,30,6,0.48803001642227173
0,B_task,30,7,0.4851033687591553
0,B_task,30,8,0.48308950662612915
0,B_task,30,9,0.4771082401275635
0,B_task,30,10,0.4730408191680908
0,B_task,30,11,0.46818894147872925
0,B_task,30,12,0.4606153964996338
0,B_task,30,13,0.45488154888153076
0,B_task,30,14,0.4482426047325134
0,B_task,30,15,0.4379562735557556
0,B_task,35,0,0.8985224366188049
0,B_task,35,1,0.9043408632278442
0,B_task,35,2,0.9072203040122986
0,B_task,35,3,0.9069573879241943
0,B_task,35,4,0.9055227637290955
0,B_task,35,5,0.903300404548645
0,B_task,35,6,0.89873868227005
0,B_task,35,7,0.8943970799446106
0,B_task,35,8,0.8893858790397644
0,B_task,35,9,0.8828139305114746
0,B_task,35,10,0.8757619857788086
0,B_task,35,11,0.8668231964111328
0,B_task,35,12,0.8570802211761475
0,B_task,35,13,0.8469386696815491
0,B_task,35,14,0.8353244066238403
0,B_task,35,15,0.8228754997253418
0,B_task,40,0,0.9028434157371521
0,B_task,40,1,0.9095034599304199
0,B_task,40,2,0.9141477346420288
0,B_task,40,3,0.9161933064460754
0,B_task,40,4,0.9177438616752625
0,B_task,40,5,0.9196059703826904
0,B_task,40,6,0.9196365475654602
0,B_task,40,7,0.9201882481575012
0,B_task,40,8,0.9205871820449829
0,B_task,40,9,0.9193655848503113
0,B_task,40,10,0.9175001382827759
0,B_task,40,11,0.9142743349075317
0,B_task,40,12,0.9101598262786865
0,B_task,40,13,0.9055584073066711
0,B_task,40,14,0.9001211524009705
0,B_task,40,15,0.8942318558692932
0,B_task,45,0,0.9416615962982178
0,B_task,45,1,0.9451479315757751
0,B_task,45,2,0.9471074342727661
0,B_task,45,3,0.9469127058982849
0,B_task,45,4,0.9464724063873291
0,B_task,45,5,0.9465346336364746
0,B_task,45,6,0.9451075792312622
0,B_task,45,7,0.9444787502288818
0,B_task,45,8,0.9444580674171448
0,B_task,45,9,0.9433808326721191
0,B_task,45,10,0.9419442415237427
0,B_task,45,11,0.939816951751709
0,B_task,45,12,0.9371302723884583
0,B_task,45,13,0.9340969324111938
0,B_task,45,14,0.930189311504364
0,B_task,45,15,0.9259248971939087
0,B_task,50,0,0.9423108696937561
0,B_task,50,1,0.944612979888916
0,B_task,50,2,0.9462412595748901
0,B_task,50,3,0.9461526870727539
0,B_task,50,4,0.9460499882698059
0,B_task,50,5,0.9465373158454895
0,B_task,50,6,0.9455462694168091
0,B_task,50,7,0.945530354976654
0,B_task,50,8,0.9461498260498047
0,B_task,50,9,0.9455434083938599
0,B_task,50,10,0.9450609683990479
0,B_task,50,11,0.9442484378814697
0,B_task,50,12,0.9430551528930664
0,B_task,50,13,0.9418920278549194
0,B_task,50,14,0.9398140907287598
0,B_task,50,15,0.9375503063201904
0,B_task,55,0,0.9455794095993042
0,B_task,55,1,0.9472696185112
0,B_task,55,2,0.9485923051834106
0,B_task,55,3,0.948506772518158
0,B_task,55,4,0.9485617876052856
0,B_task,55,5,0.9490214586257935
0,B_task,55,6,0.9481688141822815
0,B_task,55,7,0.94820237159729
0,B_task,55,8,0.9488785266876221
0,B_task,55,9,0.9485231637954712
0,B_task,55,10,0.9482267498970032
0,B_task,55,11,0.9477409720420837
0,B_task,55,12,0.9467829465866089
0,B_task,55,13,0.9461911916732788
0,B_task,55,14,0.9449005722999573
0,B_task,55,15,0.9434537291526794
0,B_task,60,0,0.9462668895721436
0,B_task,60,1,0.946729302406311
0,B_task,60,2,0.9472700357437134
0,B_task,60,3,0.946277916431427
0,B_task,60,4,0.9451570510864258
0,B_task,60,5,0.9443172216415405
0,B_task,60,6,0.9423114657402039
0,B_task,60,7,0.9411877393722534
0,B_task,60,8,0.9409000873565674
0,B_task,60,9,0.9400524497032166
0,B_task,60,10,0.9394881129264832
0,B_task,60,11,0.9389417171478271
0,B_task,60,12,0.9383718967437744
0,B_task,60,13,0.9384132027626038
0,B_task,60,14,0.9380276799201965
0,B_task,60,15,0.9377747178077698
0,B_task,65,0,0.9525635838508606
0,B_task,65,1,0.9527533054351807
0,B_task,65,2,0.9534682631492615
0,B_task,65,3,0.9526832699775696
0,B_task,65,4,0.9516066312789917
0,B_task,65,5,0.9509418606758118
0,B_task,65,6,0.9491336345672607
0,B_task,65,7,0.9482345581054688
0,B_task,65,8,0.9480646848678589
0,B_task,65,9,0.9470341801643372
0,B_task,65,10,0.9465262293815613
0,B_task,65,11,0.9457128643989563
0,B_task,65,12,0.9444590210914612
0,B_task,65,13,0.943920373916626
0,B_task,65,14,0.9429616332054138
0,B_task,65,15,0.9421087503433228
0,B_task,70,0,0.9502739906311035
0,B_task,70,1,0.9504337310791016
0,B_task,70,2,0.9509664177894592
0,B_task,70,3,0.9501811265945435
0,B_task,70,4,0.9492961168289185
0,B_task,70,5,0.9488531351089478
0,B_task,70,6,0.9473460912704468
0,B_task,70,7,0.9467207789421082
0,B_task,70,8,0.9469941854476929
0,B_task,70,9,0.9466273188591003
0,B_task,70,10,0.9464113116264343
0,B_task,70,11,0.9461668729782104
0,B_task,70,12,0.9454251527786255
0,B_task,70,13,0.9450511336326599
0,B_task,70,14,0.9448111057281494
0,B_task,70,15,0.944705605506897
0,B_task,75,0,0.9529086947441101
0,B_task,75,1,0.9521772265434265
0,B_task,75,2,0.9523195624351501
0,B_task,75,3,0.9512388110160828
0,B_task,75,4,0.9499746561050415
0,B_task,75,5,0.9491934776306152
0,B_task,75,6,0.9473135471343994
0,B_task,75,7,0.9461116790771484
0,B_task,75,8,0.9459166526794434
0,B_task,75,9,0.9454046487808228
0,B_task,75,10,0.9448809623718262
0,B_task,75,11,0.9441055059432983
0,B_task,75,12,0.9432571530342102
0,B_task,75,13,0.942594587802887
0,B_task,75,14,0.9418191313743591
0,B_task,75,15,0.941555917263031
0,C_scene,1,0,-0.06589734554290771
0,C_scene,1,1,-0.07813739776611328
0,C_scene,1,2,-0.09125566482543945
0,C_scene,1,3,-0.10527098178863525
0,C_scene,1,4,-0.11996877193450928
0,C_scene,1,5,-0.13509631156921387
0,C_scene,1,6,-0.1505950689315796
0,C_scene,1,7,-0.1661916971206665
0,C_scene,1,8,-0.18160152435302734
0,C_scene,1,9,-0.19684505462646484
0,C_scene,1,10,-0.21198809146881104
0,C_scene,1,11,-0.2268761396408081
0,C_scene,1,12,-0.24129140377044678
0,C_scene,1,13,-0.2551720142364502
0,C_scene,1,14,-0.26830506324768066
0,C_scene,1,15,-0.2805525064468384
0,C_scene,5,0,-0.21010851860046387
0,C_scene,5,1,-0.20110094547271729
0,C_scene,5,2,-0.19764304161071777
0,C_scene,5,3,-0.19859015941619873
0,C_scene,5,4,-0.2028496265411377
0,C_scene,5,5,-0.20946216583251953
0,C_scene,5,6,-0.21798646450042725
0,C_scene,5,7,-0.22784888744354248
0,C_scene,5,8,-0.23841357231140137
0,C_scene,5,9,-0.2496199607849121
0,C_scene,5,10,-0.26149868965148926
0,C_scene,5,11,-0.27366745471954346
0,C_scene,5,12,-0.2858257293701172
0,C_scene,5,13,-0.2979227304458618
0,C_scene,5,14,-0.30955517292022705
0,C_scene,5,15,-0.32057511806488037
0,C_scene,10,0,0.07991695404052734
0,C_scene,10,1,0.08314132690429688
0,C_scene,10,2,0.08034735918045044
0,C_scene,10,3,0.0752989649772644
0,C_scene,10,4,0.06931078433990479
0,C_scene,10,5,0.059678614139556885
0,C_scene,10,6,0.049785733222961426
0,C_scene,10,7,0.0407484769821167
0,C_scene,10,8,0.030405700206756592
0,C_scene,10,9,0.020197927951812744
0,C_scene,10,10,0.011047959327697754
0,C_scene,10,11,0.0014970898628234863
0,C_scene,10,12,-0.008178472518920898
0,C_scene,10,13,-0.016292214393615723
0,C_scene,10,14,-0.02414107322692871
0,C_scene,10,15,-0.031296491622924805
0,C_scene,15,0,0.05887758731842041
0,C_scene,15,1,0.0467793345451355
0,C_scene,15,2,0.03368717432022095
0,C_scene,15,3,0.019428253173828125
0,C_scene,15,4,0.006986677646636963
0,C_scene,15,5,-0.006585955619812012
0,C_scene,15,6,-0.02093672752380371
0,C_scene,15,7,-0.03277754783630371
0,C_scene,15,8,-0.044615745544433594
0,C_scene,15,9,-0.05658555030822754
0,C_scene,15,10,-0.0665431022644043
0,C_scene,15,11,-0.07670629024505615
0,C_scene,15,12,-0.08713674545288086
0,C_scene,15,13,-0.09546852111816406
0,C_scene,15,14,-0.10313236713409424
0,C_scene,15,15,-0.11101770401000977
0,C_scene,20,0,-0.17749595642089844
0,C_scene,20,1,-0.20425617694854736
0,C_scene,20,2,-0.22858846187591553
0,C_scene,20,3,-0.2520536184310913
0,C_scene,20,4,-0.27364659309387207
0,C_scene,20,5,-0.2957824468612671
0,C_scene,20,6,-0.3176112174987793
0,C_scene,20,7,-0.33763670921325684
0,C_scene,20,8,-0.35670530796051025
0,C_scene,20,9,-0.3747466802597046
0,C_scene,20,10,-0.39205217361450195
0,C_scene,20,11,-0.40918707847595215
0,C_scene,20,12,-0.4249844551086426
0,C_scene,20,13,-0.43971681594848633
0,C_scene,20,14,-0.45342445373535156
0,C_scene,20,15,-0.46588897705078125
0,C_scene,25,0,-0.09142100811004639
0,C_scene,25,1,-0.11515951156616211
0,C_scene,25,2,-0.13562583923339844
0,C_scene,25,3,-0.15617072582244873
0,C_scene,25,4,-0.17578577995300293
0,C_scene,25,5,-0.19473206996917725
0,C_scene,25,6,-0.21512794494628906
0,C_scene,25,7,-0.2351090908050537
0,C_scene,25,8,-0.2527679204940796
0,C_scene,25,9,-0.271148681640625
0,C_scene,25,10,-0.28932225704193115
0,C_scene,25,11,-0.3050050735473633
0,C_scene,25,12,-0.3207087516784668
0,C_scene,25,13,-0.3357354402542114
0,C_scene,25,14,-0.3480590581893921
0,C_scene,25,15,-0.3599451780319214
0,C_scene,30,0,-0.1819300651550293
0,C_scene,30,1,-0.2083491086959839
0,C_scene,30,2,-0.23175394535064697
0,C_scene,30,3,-0.2560611963272095
0,C_scene,30,4,-0.2793900966644287
0,C_scene,30,5,-0.30125463008880615
0,C_scene,30,6,-0.32488560676574707
0,C_scene,30,7,-0.3476252555847168
0,C_scene,30,8,-0.36735594272613525
0,C_scene,30,9,-0.38735997676849365
0,C_scene,30,10,-0.40711653232574463
0,C_scene,30,11,-0.4245556592941284
0,C_scene,30,12,-0.4419283866882324
0,C_scene,30,13,-0.458293080329895
0,C_scene,30,14,-0.47157299518585205
0,C_scene,30,15,-0.4850609302520752
0,D_latent,1,0,-0.06035614013671875
0,D_latent,1,1,-0.071502685546875
0,D_latent,1,2,-0.08349525928497314
0,D_latent,1,3,-0.09633886814117432
0,D_latent,1,4,-0.10986709594726562
0,D_latent,1,5,-0.12383520603179932
0,D_latent,1,6,-0.1381624937057495
0,D_latent,1,7,-0.15262627601623535
0,D_latent,1,8,-0.1669231653213501
0,D_latent,1,9,-0.1810680627822876
0,D_latent,1,10,-0.19518935680389404
0,D_latent,1,11,-0.2091069221496582
0,D_latent,1,12,-0.22259581089019775
0,D_latent,1,13,-0.23563945293426514
0,D_latent,1,14,-0.24798476696014404
0,D_latent,1,15,-0.2594914436340332
0,D_latent,5,0,-0.1992173194885254
0,D_latent,5,1,-0.18989861011505127
0,D_latent,5,2,-0.18675649166107178
0,D_latent,5,3,-0.18832850456237793
0,D_latent,5,4,-0.1932772397994995
0,D_latent,5,5,-0.20056068897247314
0,D_latent,5,6,-0.20974349975585938
0,D_latent,5,7,-0.22017383575439453
0,D_latent,5,8,-0.23125684261322021
0,D_latent,5,9,-0.24293076992034912
0,D_latent,5,10,-0.25514769554138184
0,D_latent,5,11,-0.2676197290420532
0,D_latent,5,12,-0.28004980087280273
0,D_latent,5,13,-0.292324423789978
0,D_latent,5,14,-0.3041229248046875
0,D_latent,5,15,-0.31529009342193604
0,D_latent,10,0,-0.06944990158081055
0,D_latent,10,1,-0.06397819519042969
0,D_latent,10,2,-0.06481349468231201
0,D_latent,10,3,-0.07034730911254883
0,D_latent,10,4,-0.07906687259674072
0,D_latent,10,5,-0.08973050117492676
0,D_latent,10,6,-0.10214078426361084
0,D_latent,10,7,-0.11561524868011475
0,D_latent,10,8,-0.1294177770614624
0,D_latent,10,9,-0.1437220573425293
0,D_latent,10,10,-0.15854382514953613
0,D_latent,10,11,-0.1735072135925293
0,D_latent,10,12,-0.18837368488311768
0,D_latent,10,13,-0.20310378074645996
0,D_latent,10,14,-0.2172766923904419
0,D_latent,10,15,-0.23079335689544678
0,D_latent,15,0,0.03149688243865967
0,D_latent,15,1,0.025136470794677734
0,D_latent,15,2,0.0192410945892334
0,D_latent,15,3,0.014943838119506836
0,D_latent,15,4,0.011039257049560547
0,D_latent,15,5,0.0016581416130065918
0,D_latent,15,6,-0.006459236145019531
0,D_latent,15,7,-0.013702869415283203
0,D_latent,15,8,-0.024416327476501465
0,D_latent,15,9,-0.03370308876037598
0,D_latent,15,10,-0.04161226749420166
0,D_latent,15,11,-0.05072283744812012
0,D_latent,15,12,-0.06060469150543213
0,D_latent,15,13,-0.06821203231811523
0,D_latent,15,14,-0.0765303373336792
0,D_latent,15,15,-0.08391749858856201
0,D_latent,20,0,0.14654463529586792
0,D_latent,20,1,0.13493162393569946
0,D_latent,20,2,0.12530606985092163
0,D_latent,20,3,0.11478352546691895
0,D_latent,20,4,0.10643237829208374
0,D_latent,20,5,0.09695476293563843
0,D_latent,20,6,0.08610284328460693
0,D_latent,20,7,0.07762831449508667
0,D_latent,20,8,0.0679439902305603
0,D_latent,20,9,0.05805552005767822
0,D_latent,20,10,0.05054670572280884
0,D_latent,20,11,0.041187822818756104
0,D_latent,20,12,0.031754493713378906
0,D_latent,20,13,0.02512460947036743
0,D_latent,20,14,0.017657876014709473
0,D_latent,20,15,0.010725915431976318
0,D_latent,25,0,0.09766054153442383
0,D_latent,25,1,0.08840405941009521
0,D_latent,25,2,0.0788995623588562
0,D_latent,25,3,0.06853598356246948
0,D_latent,25,4,0.06189882755279541
0,D_latent,25,5,0.053895771503448486
0,D_latent,25,6,0.04363960027694702
0,D_latent,25,7,0.03717988729476929
0,D_latent,25,8,0.029114723205566406
0,D_latent,25,9,0.019977152347564697
0,D_latent,25,10,0.014394283294677734
0,D_latent,25,11,0.006269931793212891
0,D_latent,25,12,-0.002024531364440918
0,D_latent,25,13,-0.006806015968322754
0,D_latent,25,14,-0.013212084770202637
0,D_latent,25,15,-0.019110441207885742
0,D_latent,30,0,0.6443319320678711
0,D_latent,30,1,0.6392649412155151
0,D_latent,30,2,0.6360312700271606
0,D_latent,30,3,0.6307893991470337
0,D_latent,30,4,0.6265037655830383
0,D_latent,30,5,0.6204198598861694
0,D_latent,30,6,0.6123710870742798
0,D_latent,30,7,0.6064468622207642
0,D_latent,30,8,0.59990394115448
0,D_latent,30,9,0.5923835039138794
0,D_latent,30,10,0.5859619379043579
0,D_latent,30,11,0.577303409576416
0,D_latent,30,12,0.5683214664459229
0,D_latent,30,13,0.5614049434661865
0,D_latent,30,14,0.5530993342399597
0,D_latent,30,15,0.5447651147842407
0,D_latent,35,0,0.8556117415428162
0,D_latent,35,1,0.8603895306587219
0,D_latent,35,2,0.8637629747390747
0,D_latent,35,3,0.8623420596122742
0,D_latent,35,4,0.8597858548164368
0,D_latent,35,5,0.8553105592727661
0,D_latent,35,6,0.8482977747917175
0,D_latent,35,7,0.8426384925842285
0,D_latent,35,8,0.8370952606201172
0,D_latent,35,9,0.8303161859512329
0,D_latent,35,10,0.8246116638183594
0,D_latent,35,11,0.8170621395111084
0,D_latent,35,12,0.8087348341941833
0,D_latent,35,13,0.801400899887085
0,D_latent,35,14,0.7928944230079651
0,D_latent,35,15,0.7833880186080933
0,D_latent,40,0,0.9238593578338623
0,D_latent,40,1,0.9281821250915527
0,D_latent,40,2,0.9309971332550049
0,D_latent,40,3,0.9301286935806274
0,D_latent,40,4,0.9291881322860718
0,D_latent,40,5,0.9273781180381775
0,D_latent,40,6,0.9231711626052856
0,D_latent,40,7,0.9203363656997681
0,D_latent,40,8,0.9168051481246948
0,D_latent,40,9,0.9116197824478149
0,D_latent,40,10,0.9070984125137329
0,D_latent,40,11,0.9011733531951904
0,D_latent,40,12,0.8941783905029297
0,D_latent,40,13,0.8886882066726685
0,D_latent,40,14,0.8827840089797974
0,D_latent,40,15,0.8764103651046753
0,D_latent,45,0,0.9586145281791687
0,D_latent,45,1,0.9614854454994202
0,D_latent,45,2,0.9624789953231812
0,D_latent,45,3,0.9608474373817444
0,D_latent,45,4,0.9593064785003662
0,D_latent,45,5,0.9576362371444702
0,D_latent,45,6,0.9544267654418945
0,D_latent,45,7,0.9520695805549622
0,D_latent,45,8,0.9500806331634521
0,D_latent,45,9,0.9466621279716492
0,D_latent,45,10,0.9433746933937073
0,D_latent,45,11,0.9391358494758606
0,D_latent,45,12,0.9341354370117188
0,D_latent,45,13,0.9297552704811096
0,D_latent,45,14,0.9247183203697205
0,D_latent,45,15,0.9198114275932312
0,D_latent,50,0,0.9700748324394226
0,D_latent,50,1,0.9719849228858948
0,D_latent,50,2,0.972626805305481
0,D_latent,50,3,0.9712296724319458
0,D_latent,50,4,0.9702305197715759
0,D_latent,50,5,0.969563901424408
0,D_latent,50,6,0.9675434827804565
0,D_latent,50,7,0.9663524627685547
0,D_latent,50,8,0.9659889936447144
0,D_latent,50,9,0.9645236134529114
0,D_latent,50,10,0.9633830189704895
0,D_latent,50,11,0.9617244005203247
0,D_latent,50,12,0.9597463607788086
0,D_latent,50,13,0.9583576917648315
0,D_latent,50,14,0.9564839601516724
0,D_latent,50,15,0.9547210335731506
0,D_latent,55,0,0.9733802080154419
0,D_latent,55,1,0.9744199514389038
0,D_latent,55,2,0.974528431892395
0,D_latent,55,3,0.9726247787475586
0,D_latent,55,4,0.9712417721748352
0,D_latent,55,5,0.9704453349113464
0,D_latent,55,6,0.9684283137321472
0,D_latent,55,7,0.9673000574111938
0,D_latent,55,8,0.9671213626861572
0,D_latent,55,9,0.965925931930542
0,D_latent,55,10,0.9650211930274963
