seed,object,contrast_real,contrast_recon,ratio
0,agent,0.28105880088166096,0.015501995895647434,0.055155507287128855
0,goals,0.26471626600184056,0.013908664450491333,0.052541583934289454
0,distractors,0.227032854046607,0.015143479008429906,0.0667014136372858
1,agent,0.28105880088166096,0.1438492481618974,0.5118101119784986
1,goals,0.26471626600184056,0.0856798007152552,0.3236653279528034
1,distractors,0.227032854046607,0.024993419260815913,0.11008675056753915
2,agent,0.28105880088166096,0.13707307332147534,0.4877007415912508
2,goals,0.26471626600184056,0.07232380842928755,0.2732115268551644
2,distractors,0.227032854046607,0.025809319770591168,0.11368048998231277
