seed,model,condition,episode,return,success,time_in_radius,chose_active,final_dist_px
0,A_recon,in_distribution,0,-0.30923674,0.0,0.0,1.0,6.656078
0,A_recon,in_distribution,1,-0.36423856,0.0,0.0,1.0,10.145393
0,A_recon,in_distribution,2,-0.69834054,0.0,0.0,0.0,22.073433
0,A_recon,in_distribution,3,-0.44866282,0.0,0.0,0.0,12.397837
0,A_recon,in_distribution,4,-0.312142,0.0,0.0,1.0,9.363973
0,A_recon,in_distribution,5,-0.64904994,0.0,0.0,0.0,21.53217
0,A_recon,in_distribution,6,-0.3138249,0.0,0.0,1.0,5.3975334
0,A_recon,in_distribution,7,-0.67439353,0.0,0.0,0.0,20.813772
0,A_recon,in_distribution,8,-0.51445574,0.0,0.0,1.0,13.49046
0,A_recon,in_distribution,9,-0.50743866,0.0,0.0,0.0,14.923868
0,A_recon,in_distribution,10,-0.62325704,0.0,0.0,0.0,21.420588
0,A_recon,in_distribution,11,-0.64448524,0.0,0.0,0.0,18.529533
0,A_recon,in_distribution,12,-0.21787494,0.0,0.0,0.0,11.738226
0,A_recon,in_distribution,13,-0.73444927,0.0,0.0,0.0,23.975315
0,A_recon,in_distribution,14,-0.41508684,0.0,0.0,0.0,13.474622
0,A_recon,in_distribution,15,-0.68755156,0.0,0.0,0.0,20.911283
0,A_recon,in_distribution,16,-0.27963802,0.0,0.0,1.0,8.208106
0,A_recon,in_distribution,17,-0.10639951,0.0,0.0,1.0,4.1861987
0,A_recon,in_distribution,18,-0.49178413,0.0,0.0,0.0,15.193914
0,A_recon,in_distribution,19,-0.74781483,0.0,0.0,0.0,23.57547
0,A_recon,in_distribution,20,-0.41767645,0.0,0.0,0.0,15.451461
0,A_recon,in_distribution,21,-0.1654298,0.0,0.0,1.0,5.0233893
0,A_recon,in_distribution,22,-0.21404415,0.0,0.0,1.0,7.2010746
0,A_recon,in_distribution,23,-0.023000792,0.0,0.0,1.0,3.4385986
0,A_recon,in_distribution,24,-0.32291144,0.0,0.0,1.0,9.721329
0,A_recon,in_distribution,25,-0.5733662,0.0,0.0,0.0,19.904156
0,A_recon,in_distribution,26,-0.14681275,0.0,0.0,1.0,6.3120785
0,A_recon,in_distribution,27,-0.17769635,0.0,0.0,1.0,5.7544127
