arm,seed,epoch,task_mse,aux,mse_k0,mse_k1,mse_kH,z_norm,z_dim_std,z_eff_rank,nonfinite_batches,sec
A_recon,0,1,1.0204562311587126,0.05118839637092922,1.0078843,0.9023089,1.1416506,5.6568403244018555,0.0388985350728035,5.112339973449707,0,5.9485955238342285
A_recon,0,2,1.0123859903086787,0.04379571002462636,0.9934273,0.8878135,1.1407235,5.65684175491333,0.17956647276878357,2.1397440433502197,0,4.658984422683716
A_recon,0,3,1.0074744017227837,0.029975028141685154,0.9826066,0.8754019,1.1399301,5.656846046447754,0.13430829346179962,2.6186039447784424,0,4.553561210632324
A_recon,0,4,1.002042355744735,0.02710600521253503,0.9745753,0.8678856,1.1350543,5.656843185424805,0.1717895269393921,2.518162250518799,0,4.59594202041626
A_recon,0,5,1.0045610510784646,0.021375937306362648,0.97710675,0.86858106,1.1382377,5.656832695007324,0.24198125302791595,2.616899251937866,0,4.605062484741211
A_recon,0,6,1.0039324553116509,0.01935504182525303,0.9800531,0.8713306,1.1355006,5.656842231750488,0.17963841557502747,3.00504469871521,0,4.656743049621582
A_recon,0,7,0.9892398170802904,0.01930847245713939,0.9670357,0.85880864,1.1199299,5.656850337982178,0.13344435393810272,2.6219840049743652,0,4.657677412033081
A_recon,0,8,0.9414436506188434,0.01889084992201432,0.9237689,0.8267377,1.0570152,5.656851291656494,0.10730105638504028,3.016860246658325,0,4.676213979721069
A_recon,0,9,0.9135393889054008,0.018550728974135025,0.898685,0.8091445,1.0186174,5.656846523284912,0.12888289988040924,3.631943941116333,0,4.731536388397217
A_recon,0,10,0.89520205622134,0.018568138713422028,0.8816645,0.7942441,0.99666977,5.656850337982178,0.11783674359321594,3.684338092803955,0,4.750366449356079
A_recon,0,11,0.8833436551301376,0.01799506208171015,0.8664334,0.78478783,0.9820013,5.656850337982178,0.10774357616901398,3.885239362716675,0,4.793055057525635
A_recon,0,12,0.872521276059358,0.018138928257900734,0.8529527,0.77619165,0.97149146,5.656852722167969,0.12596511840820312,3.4427266120910645,0,4.843379497528076
A_recon,0,13,0.8524007382600204,0.017572143803472103,0.8295472,0.75840604,0.9491125,5.656852722167969,0.13786441087722778,3.748735189437866,0,4.856042385101318
