seed,arm,space,probe,target,group,metric,score,score_clipped
0,ceiling,frame,linear,agent_position,relevant,r2,0.8876559138298035,0.8876559138298035
0,ceiling,frame,mlp,agent_position,relevant,r2,0.8876559138298035,0.8876559138298035
0,ceiling,frame,linear,active_goal,relevant,r2,0.8391376733779907,0.8391376733779907
0,ceiling,frame,mlp,active_goal,relevant,r2,0.8391376733779907,0.8391376733779907
0,ceiling,frame,linear,agent_to_active_goal,relevant,r2,0.8769135475158691,0.8769135475158691
0,ceiling,frame,mlp,agent_to_active_goal,relevant,r2,0.8769135475158691,0.8769135475158691
0,ceiling,frame,linear,inactive_goal,goal-like irrelevant,r2,0.8406339287757874,0.8406339287757874
0,ceiling,frame,mlp,inactive_goal,goal-like irrelevant,r2,0.8406339287757874,0.8406339287757874
0,ceiling,frame,linear,agent_to_inactive_goal,goal-like irrelevant,r2,0.8754914999008179,0.8754914999008179
0,ceiling,frame,mlp,agent_to_inactive_goal,goal-like irrelevant,r2,0.8754914999008179,0.8754914999008179
0,ceiling,frame,linear,ring_position,identity,r2,0.8192368745803833,0.8192368745803833
0,ceiling,frame,mlp,ring_position,identity,r2,0.8192368745803833,0.8192368745803833
0,ceiling,frame,linear,plus_position,identity,r2,0.8659239411354065,0.8659239411354065
0,ceiling,frame,mlp,plus_position,identity,r2,0.8659239411354065,0.8659239411354065
0,ceiling,frame,linear,distractor_positions,irrelevant,r2,-0.10551953315734863,0.0
0,ceiling,frame,mlp,distractor_positions,irrelevant,r2,-0.10551953315734863,0.0
0,ceiling,frame,linear,distractor_heatmap,irrelevant,r2,0.23805922269821167,0.23805922269821167
0,ceiling,frame,mlp,distractor_heatmap,irrelevant,r2,0.23805922269821167,0.23805922269821167
0,ceiling,frame,linear,distractor_hues,irrelevant,r2,-0.4688141345977783,0.0
0,ceiling,frame,mlp,distractor_hues,irrelevant,r2,-0.4688141345977783,0.0
0,ceiling,frame,linear,background_sat_val,irrelevant,r2,0.9085308909416199,0.9085308909416199
0,ceiling,frame,mlp,background_sat_val,irrelevant,r2,0.9085308909416199,0.9085308909416199
0,ceiling,frame,linear,background_hue_within_band,irrelevant,r2,0.9134992361068726,0.9134992361068726
0,ceiling,frame,mlp,background_hue_within_band,irrelevant,r2,0.9134992361068726,0.9134992361068726
0,ceiling,frame,linear,selector_bit,relevant,balanced_acc,0.999496475327291,0.999496475327291
0,ceiling,frame,mlp,selector_bit,relevant,balanced_acc,0.999496475327291,0.999496475327291
0,init,z,linear,agent_position,relevant,r2,0.06563282012939453,0.06563282012939453
0,init,z,linear,agent_velocity,relevant,r2,-0.023856520652770996,0.0
0,init,z,linear,active_goal,relevant,r2,-0.137617826461792,0.0
0,init,z,linear,agent_to_active_goal,relevant,r2,0.018581032752990723,0.018581032752990723
0,init,z,linear,inactive_goal,goal-like irrelevant,r2,-0.056235432624816895,0.0
0,init,z,linear,agent_to_inactive_goal,goal-like irrelevant,r2,0.04683852195739746,0.04683852195739746
0,init,z,linear,ring_position,identity,r2,-0.18430793285369873,0.0
0,init,z,linear,plus_position,identity,r2,-0.1409987211227417,0.0
0,init,z,linear,distractor_positions,irrelevant,r2,-0.04676926136016846,0.0
0,init,z,linear,distractor_heatmap,irrelevant,r2,-0.023553013801574707,0.0
0,init,z,linear,distractor_hues,irrelevant,r2,-0.08771705627441406,0.0
0,init,z,linear,background_sat_val,irrelevant,r2,0.540033757686615,0.540033757686615
0,init,z,linear,background_hue_within_band,irrelevant,r2,-7761.439453125,0.0
0,init,z,linear,selector_bit,relevant,balanced_acc,0.9978682170542635,0.9978682170542635
0,init,z,mlp,agent_position,relevant,r2,-0.14552485942840576,0.0
0,init,z,mlp,agent_velocity,relevant,r2,-0.21016883850097656,0.0
0,init,z,mlp,active_goal,relevant,r2,-0.5316529273986816,0.0
0,init,z,mlp,agent_to_active_goal,relevant,r2,-0.2898160219192505,0.0
0,init,z,mlp,inactive_goal,goal-like irrelevant,r2,-0.5147030353546143,0.0
0,init,z,mlp,agent_to_inactive_goal,goal-like irrelevant,r2,-0.33077752590179443,0.0
0,init,z,mlp,ring_position,identity,r2,-0.6721171140670776,0.0
0,init,z,mlp,plus_position,identity,r2,-0.46286046504974365,0.0
0,init,z,mlp,distractor_positions,irrelevant,r2,-0.18908381462097168,0.0
0,init,z,mlp,distractor_heatmap,irrelevant,r2,-0.03810739517211914,0.0
0,init,z,mlp,distractor_hues,irrelevant,r2,-0.4098834991455078,0.0
0,init,z,mlp,background_sat_val,irrelevant,r2,0.6559611558914185,0.6559611558914185
0,init,z,mlp,background_hue_within_band,irrelevant,r2,0.8028998374938965,0.8028998374938965
0,init,z,mlp,selector_bit,relevant,balanced_acc,0.998062015503876,0.998062015503876
0,init,h,linear,agent_position,relevant,r2,0.2879860997200012,0.2879860997200012
