model,horizon,r2_mean,r2_std,mse_mean,mse_std
A_recon,0,0.6626580158869425,0.4750220660855819,0.2965194210410118,0.41586865618398833
A_recon,1,0.6618436972300211,0.47396577341178847,0.30346446111798286,0.4236037367815952
A_recon,2,0.6615579922993978,0.4719689257555752,0.30979398265480995,0.4302162852857487
A_recon,3,0.6601576209068298,0.47038516645377765,0.3172010953227679,0.43715968246763653
A_recon,4,0.6578399141629537,0.4699136504961363,0.325504702826341,0.44506092209678405
A_recon,5,0.6565387845039368,0.46818590059998216,0.3328411740561326,0.4516453868482918
A_recon,6,0.6545187632242838,0.46687722771354756,0.3410157250861327,0.45868151755072506
A_recon,7,0.6520275076230367,0.4662428225147203,0.3496456655363242,0.46622255961523734
A_recon,8,0.650735874970754,0.46436859649851714,0.35689668109019596,0.47216584239490206
A_recon,9,0.6490303874015808,0.46313935471912354,0.3645511865615845,0.4786190381821688
A_recon,10,0.647006889184316,0.4621953749843525,0.37250104546546936,0.4852023134644615
A_recon,11,0.6456529498100281,0.46033153685450157,0.37967493385076523,0.49060970497076795
A_recon,12,0.6437947750091553,0.45903735053514444,0.38738391548395157,0.4964956104114371
A_recon,13,0.6418524384498596,0.4579449761703819,0.3951190809408824,0.5024025601382646
A_recon,14,0.6405858397483826,0.4560126923104615,0.40195422371228534,0.5070807243136738
A_recon,15,0.639111856619517,0.4546459479140219,0.40885819246371585,0.5120857935813045
B_task,0,0.6861809492111206,0.43961078076803023,0.27865153302748996,0.39060141941469634
B_task,1,0.6859044432640076,0.43872826276472404,0.2847252773741881,0.397969154141573
B_task,2,0.6855006615320841,0.436050998418758,0.2907768314083417,0.40342864222675534
B_task,3,0.6841560204823812,0.4333049465467928,0.2977494051059087,0.4087535871368504
B_task,4,0.6821564435958862,0.4312490494778494,0.3053726690510909,0.4146074395998643
B_task,5,0.6802577972412109,0.42920695340092135,0.3129095907012622,0.4203206705048088
B_task,6,0.6779752771059672,0.42680698250482874,0.32096652686595917,0.42569991497351056
B_task,7,0.6756279667218527,0.42490066675910826,0.329086201886336,0.43138425807799935
B_task,8,0.673667828241984,0.4233720740490345,0.3366650864481926,0.4370973609049716
B_task,9,0.6716556549072266,0.42158206923297104,0.3442971979578336,0.442399413251968
B_task,10,0.6693973143895467,0.4201289489433435,0.3521667222181956,0.4478861575298448
B_task,11,0.6671707232793173,0.41890773600652453,0.35995731006066006,0.4534204312599382
B_task,12,0.6650290091832479,0.4173746625370937,0.3676700045665105,0.45850262364447275
B_task,13,0.6628095507621765,0.415900761365339,0.37542028973499936,0.46345628109899306
B_task,14,0.6609387199083964,0.4147250128481951,0.3826510061820348,0.46845862916032527
B_task,15,0.6595996816953024,0.41342959999684553,0.389137069384257,0.47305492104950814
C_scene,0,0.15567137797673544,0.3394209008875122,0.7471953531106313,0.2947441025713039
C_scene,1,0.1524597406387329,0.34576667449926446,0.7656723062197367,0.3065546202920482
C_scene,2,0.14783930778503418,0.3516426371046298,0.7851690153280894,0.3180365175553241
C_scene,3,0.14281217257181802,0.35679436846803486,0.8052724897861481,0.3290835194222577
C_scene,4,0.13772384325663248,0.36233825639972195,0.8255427976449331,0.3406639774344394
C_scene,5,0.1338214079538981,0.3667813991330715,0.8446814318497976,0.3513111262078193
C_scene,6,0.12952599922815958,0.37052934504447577,0.8645489613215128,0.3614977251681774
C_scene,7,0.1255960464477539,0.3740991693503488,0.8839732905228933,0.37153912865816396
C_scene,8,0.12318543593088786,0.3767011699101956,0.9013728896776835,0.3804689262587502
C_scene,9,0.12076918284098308,0.3787984039345788,0.9186864097913107,0.3888827355498874
C_scene,10,0.1186592976252238,0.38112958606707503,0.9355091154575348,0.3975070672460091
C_scene,11,0.11758057276407878,0.3828799946158103,0.9509736994902293,0.4054594661829522
C_scene,12,0.1167365312576294,0.38464622506780205,0.9660666187604269,0.41343165418200795
C_scene,13,0.11629680792490642,0.3867705887626023,0.9804246425628662,0.42173161500741735
C_scene,14,0.11680861314137776,0.38848407503556054,0.993218461672465,0.42943304584370623
C_scene,15,0.11756747961044312,0.3905328953726754,1.0052124460538228,0.4373657282515777
D_latent,0,0.9431266188621521,0.012152873557238389,0.05050048107902209,0.01096771418632942
D_latent,1,0.9432737032572428,0.011934346680772851,0.05142174164454142,0.010995518772698406
D_latent,2,0.9424864053726196,0.011452075401377644,0.05317473908265432,0.010780719784515879
D_latent,3,0.9405622084935507,0.011028440600712099,0.056031531343857445,0.010614967322825516
D_latent,4,0.9382135073343912,0.011032720745539544,0.059362913171450295,0.010852964577140812
D_latent,5,0.935871402422587,0.010878685565308223,0.06276107082764308,0.010944605724700195
D_latent,6,0.9327613115310669,0.010719322297014718,0.0670215090115865,0.011027250162109288
D_latent,7,0.9296059807141622,0.010883847752003208,0.07142213732004166,0.011422179867513807
D_latent,8,0.9267525871594747,0.010764328350547284,0.07557113220294316,0.011517217194580563
D_latent,9,0.9235582947731018,0.010482247443477673,0.08015764504671097,0.011427545961504732
D_latent,10,0.9203369617462158,0.010557084297500602,0.08486021558443706,0.011700010180734405
D_latent,11,0.917381743590037,0.010366425853828928,0.08935234695672989,0.011693691375329274
D_latent,12,0.9144755999247233,0.010178008759961865,0.0938730239868164,0.011690383788103898
D_latent,13,0.9115631977717081,0.010177139974658859,0.09846313297748566,0.011873810307370948
D_latent,14,0.9090356230735779,0.010223455151410276,0.10265861948331197,0.012102802083165965
D_latent,15,0.907001256942749,0.010353564163485023,0.1063150887688001,0.012426326781626215
chance,0,-0.002705216407775879,0.000769726877780016,0.8898246884346008,0.009759303302812395
chance,1,-0.001499176025390625,0.0005551630369650671,0.907335638999939,0.010097289807317472
chance,2,-0.0006709496180216471,0.00035234798292820517,0.9246676961580912,0.01043421613100124
chance,3,-0.0001919269561767578,0.00015537452709753712,0.9423572421073914,0.010777447465108348
chance,4,-3.66369883219401e-05,3.387145494098622e-05,0.9602587620417277,0.011122270965113357
chance,5,-0.00018056233723958334,0.0002090081326292304,0.9782600601514181,0.011466790462865702
chance,6,-0.0005916754404703776,0.0003789264929607806,0.9967562556266785,0.0118165240715258
chance,7,-0.0012323458989461262,0.0005354671808200798,1.0152396361033122,0.012162631659748855
chance,8,-0.0020519495010375977,0.0006796557770941059,1.0332382520039876,0.012495842779541582
chance,9,-0.003023862838745117,0.0008126455561931099,1.0512211322784424,0.012826503802651323
chance,10,-0.004101673762003581,0.0009374312947902908,1.0690722862879436,0.013150748615309408
chance,11,-0.005255977312723796,0.0010474973001358607,1.0866791407267253,0.0134640611334522
chance,12,-0.006461381912231445,0.0011505969655556637,1.1042076349258423,0.013771817969021613
chance,13,-0.007674892743428548,0.0012468565716254917,1.1214311917622883,0.01407236147118889
chance,14,-0.008859634399414062,0.0013259301707918417,1.1380789279937744,0.014354545884022563
chance,15,-0.010001937548319498,0.0013997551242638626,1.1541390419006348,0.014624342033982243
colourblind_true,0,0.34556299448013306,1.4054567959966177e-06,0.5807657837867737,0.006709356013555796
colourblind_true,1,0.34162086248397827,5.960464477539062e-07,0.5964786012967428,0.006890686190892572
colourblind_true,2,0.33745529254277545,5.069315760275133e-07,0.6122241814931234,0.007072797109201957
colourblind_true,3,0.33344457546869916,5.207595198263472e-07,0.6280133922894796,0.007255268761433804
colourblind_true,4,0.3295439084370931,1.0931130014586988e-06,0.6437876224517822,0.007437696999977412
colourblind_true,5,0.325611690680186,1.9123092358065617e-06,0.6596071918805441,0.007621402660973658
colourblind_true,6,0.3219144145647685,2.1854133298344048e-06,0.6754847963651022,0.007803835247107408
colourblind_true,7,0.3184019128481547,1.3198537572447846e-06,0.6911314527193705,0.007984568460962384
colourblind_true,8,0.3148210644721985,1.6026889872251453e-06,0.7065004905064901,0.008161965830398524
colourblind_true,9,0.3113328814506531,1.1725613816324473e-06,0.7217554052670797,0.008338465481670469
colourblind_true,10,0.30792882045110065,1.4988326400631135e-06,0.7368476192156473,0.008511947302922132
colourblind_true,11,0.3045232693354289,5.207595198128456e-07,0.7518038352330526,0.008685723905326733
colourblind_true,12,0.3013188640276591,8.004203271292596e-07,0.7665308713912964,0.008855688296031308
colourblind_true,13,0.2983411153157552,1.4309253358945418e-06,0.7808632055918375,0.009019885376235565
colourblind_true,14,0.29549723863601685,5.297776709387057e-07,0.7947323520978292,0.00918143315615497
colourblind_true,15,0.2928943435351054,1.0225859667749776e-06,0.8080098032951355,0.009334675500607407
hold_current,0,1.0,0.0,0.0,0.0
hold_current,1,0.9943215052286783,3.4412757714036146e-08,0.005144616278509299,5.9441399119984454e-05
hold_current,2,0.9783803423245748,6.882551542807229e-08,0.01997763601442178,0.00023079902066116094
hold_current,3,0.9542117516199747,3.4412757714036146e-08,0.04314066097140312,0.0004983399010101932
hold_current,4,0.9243033130963644,3.441275768999911e-08,0.07268573095401128,0.0008396276470382239
hold_current,5,0.8905575275421143,1.7881393432617188e-07,0.10704372078180313,0.0012366239758311655
hold_current,6,0.8540226817131042,5.092623081992585e-07,0.1454174518585205,0.0016800796774100702
hold_current,7,0.8157945871353149,2.1490760299348766e-07,0.1867818534374237,0.0021575996480250508
hold_current,8,0.776591936747233,4.393526789935232e-07,0.23036012053489685,0.002661161199832651
hold_current,9,0.7365277608235677,4.513190862240113e-07,0.2761312623818715,0.003190105355754049
hold_current,10,0.6958763202031454,5.375444594277168e-07,0.3238002558549245,0.0037409472605835223
hold_current,11,0.6551043192545573,2.4815392488281914e-07,0.37282902002334595,0.004307306046500549
hold_current,12,0.6145526568094889,7.75624167744445e-07,0.42287857333819073,0.004885498741347014
hold_current,13,0.5745324095090231,6.538423964098134e-07,0.4734950363636017,0.005470240109653989
hold_current,14,0.5355903307596842,1.1330109778545005e-06,0.5238892038663229,0.006051380499638166
hold_current,15,0.4980446497599284,8.048466483893659e-07,0.5735844969749451,0.006626556321203775
