seed,arm,condition,return,return_drop,drop_minus_B_drop
0,A_recon,in_distribution,-0.4424879550933838,0.0,0.0
0,B_task,in_distribution,-0.46294063329696655,0.0,0.0
0,C_scene,in_distribution,-0.442195326089859,0.0,0.0
0,D_latent,in_distribution,-0.2878645360469818,0.0,0.0
0,A_recon,4_distractors,-0.44513094425201416,-0.0026430231519043446,-0.016798388212919235
0,B_task,4_distractors,-0.44878527522087097,0.014155363664031029,0.0
0,C_scene,4_distractors,-0.44999560713768005,-0.00780025077983737,-0.021955616772174835
0,D_latent,4_distractors,-0.2885577380657196,-0.0006931977113708854,-0.014848563820123672
0,A_recon,fast_distractors,-0.4426005184650421,-0.00011253848788328469,-0.0032958376687020063
0,B_task,fast_distractors,-0.45975732803344727,0.003183298511430621,0.0
0,C_scene,fast_distractors,-0.4411720037460327,0.0010233237408101559,-0.002159975003451109
0,D_latent,fast_distractors,-0.2866242229938507,0.001240293262526393,-0.0019430057145655155
0,A_recon,unseen_distractor_hues,-0.44346240162849426,-0.000974460388533771,-0.0009056178969331086
0,B_task,unseen_distractor_hues,-0.46300944685935974,-6.884172762511298e-05,0.0
0,C_scene,unseen_distractor_hues,-0.4348682761192322,0.007327057886868715,0.007395899388939142
0,D_latent,unseen_distractor_hues,-0.2842216193675995,0.0036428875755518675,0.0037117295432835817
0,A_recon,heavy_pixel_noise,-0.4431574046611786,-0.0006694646435789764,0.0006217466434463859
0,B_task,heavy_pixel_noise,-0.46423181891441345,-0.0012912109959870577,0.0
0,C_scene,heavy_pixel_noise,-0.44432422518730164,-0.0021288886200636625,-0.0008376771002076566
0,D_latent,heavy_pixel_noise,-0.28079932928085327,0.00706519465893507,0.008356405422091484
1,A_recon,in_distribution,-0.3129999041557312,0.0,0.0
1,B_task,in_distribution,-0.3782771825790405,0.0,0.0
1,C_scene,in_distribution,-0.3387758731842041,0.0,0.0
1,D_latent,in_distribution,-0.1796935647726059,0.0,0.0
1,A_recon,4_distractors,-0.3115341365337372,0.001465755281969905,0.008266064338386059
1,B_task,4_distractors,-0.38507747650146484,-0.006800310220569372,0.0
1,C_scene,4_distractors,-0.35176849365234375,-0.012992617674171925,-0.0061923060566186905
1,D_latent,4_distractors,-0.18383581936359406,-0.004142256453633308,0.002658053068444133
1,A_recon,fast_distractors,-0.30596229434013367,0.007037569303065538,0.00810394249856472
1,B_task,fast_distractors,-0.37934356927871704,-0.0010663744760677218,0.0
1,C_scene,fast_distractors,-0.33832859992980957,0.00044728233478963375,0.0015136563451960683
1,D_latent,fast_distractors,-0.18116295337677002,-0.0014693833654746413,-0.00040300958789885044
1,A_recon,unseen_distractor_hues,-0.29955777525901794,0.013442104682326317,0.017599143087863922
1,B_task,unseen_distractor_hues,-0.3824341893196106,-0.0041570402681827545,0.0
1,C_scene,unseen_distractor_hues,-0.32878029346466064,0.009995612315833569,0.014152651652693748
1,D_latent,unseen_distractor_hues,-0.18461626768112183,-0.004922698717564344,-0.0007656586240045726
1,A_recon,heavy_pixel_noise,-0.28117454051971436,0.03182534873485565,0.040541648864746094
1,B_task,heavy_pixel_noise,-0.38699349761009216,-0.008716301061213017,0.0
1,C_scene,heavy_pixel_noise,-0.33412835001945496,0.004647570196539164,0.013363868929445744
1,D_latent,heavy_pixel_noise,-0.20639865100383759,-0.02670508623123169,-0.017988786101341248
2,A_recon,in_distribution,-0.20510411262512207,0.0,0.0
2,B_task,in_distribution,-0.29868924617767334,0.0,0.0
2,C_scene,in_distribution,-0.37475675344467163,0.0,0.0
2,D_latent,in_distribution,-0.23439133167266846,0.0,0.0
2,A_recon,4_distractors,-0.20751552283763885,-0.002411418594419956,-0.004034204408526421
2,B_task,4_distractors,-0.29706642031669617,0.0016227855812758207,0.0
2,C_scene,4_distractors,-0.41478434205055237,-0.04002760350704193,-0.04165039211511612
2,D_latent,4_distractors,-0.23754972219467163,-0.0031583860982209444,-0.00478117261081934
2,A_recon,fast_distractors,-0.20951306819915771,-0.004408964887261391,-0.006222425494343042
2,B_task,fast_distractors,-0.2968757450580597,0.00181346177123487,0.0
2,C_scene,fast_distractors,-0.3672351837158203,0.007521578576415777,0.005708115641027689
2,D_latent,fast_distractors,-0.23488269746303558,-0.0004913678858429193,-0.0023048294242471457
2,A_recon,unseen_distractor_hues,-0.20445464551448822,0.000649460474960506,-0.003771378891542554
2,B_task,unseen_distractor_hues,-0.2942683696746826,0.004420839715749025,0.0
2,C_scene,unseen_distractor_hues,-0.38412249088287354,-0.009365716949105263,-0.013786557130515575
2,D_latent,unseen_distractor_hues,-0.22998972237110138,0.004401618614792824,-1.9221008187741973e-05
2,A_recon,heavy_pixel_noise,-0.22025707364082336,-0.015152966603636742,-0.03509402647614479
2,B_task,heavy_pixel_noise,-0.27874815464019775,0.0199410542845726,0.0
2,C_scene,heavy_pixel_noise,-0.39589181542396545,-0.021135039627552032,-0.04107609763741493
2,D_latent,heavy_pixel_noise,-0.24380113184452057,-0.00940980575978756,-0.02935086004436016
3,A_recon,in_distribution,-0.45975884795188904,0.0,0.0
3,B_task,in_distribution,-0.43004825711250305,0.0,0.0
3,C_scene,in_distribution,-0.45138314366340637,0.0,0.0
3,D_latent,in_distribution,-0.44372618198394775,0.0,0.0
3,A_recon,4_distractors,-0.45495322346687317,0.004805657546967268,0.02167665958404541
3,B_task,4_distractors,-0.4469192624092102,-0.016870999708771706,0.0
3,C_scene,4_distractors,-0.43355533480644226,0.017827803269028664,0.03469880670309067
3,D_latent,4_distractors,-0.4412660300731659,0.002460119780153036,0.01933111995458603
3,A_recon,fast_distractors,-0.45933952927589417,0.000419305928517133,-0.00315296184271574
3,B_task,fast_distractors,-0.42647597193717957,0.003572267945855856,0.0
3,C_scene,fast_distractors,-0.44492658972740173,0.006456532049924135,0.002884263638406992
3,D_latent,fast_distractors,-0.44696804881095886,-0.0032418968621641397,-0.006814164575189352
3,A_recon,unseen_distractor_hues,-0.45264676213264465,0.007112064398825169,0.010230131447315216
3,B_task,unseen_distractor_hues,-0.43316635489463806,-0.0031180656515061855,0.0
3,C_scene,unseen_distractor_hues,-0.45619380474090576,-0.004810628946870565,-0.0016925621312111616
3,D_latent,unseen_distractor_hues,-0.4477207660675049,-0.003994583617895842,-0.0008765177335590124
3,A_recon,heavy_pixel_noise,-0.458983838558197,0.0007749864598736167,0.006348403170704842
3,B_task,heavy_pixel_noise,-0.4356216490268707,-0.005573417525738478,0.0
3,C_scene,heavy_pixel_noise,-0.44856369495391846,0.0028194868937134743,0.008392903953790665
3,D_latent,heavy_pixel_noise,-0.44489461183547974,-0.0011684587225317955,0.004404958803206682
4,A_recon,in_distribution,-0.2099086344242096,0.0,0.0
4,B_task,in_distribution,-0.19987323880195618,0.0,0.0
4,C_scene,in_distribution,-0.25306421518325806,0.0,0.0
4,D_latent,in_distribution,-0.187934011220932,0.0,0.0
4,A_recon,4_distractors,-0.20860226452350616,0.0013063863152638078,0.003235382493585348
4,B_task,4_distractors,-0.20180223882198334,-0.0019289961783215404,0.0
4,C_scene,4_distractors,-0.27747905254364014,-0.024414846673607826,-0.022485852241516113
4,D_latent,4_distractors,-0.1912156343460083,-0.003281637327745557,-0.0013526416150853038
4,A_recon,fast_distractors,-0.20892076194286346,0.0009878873825073242,0.00603706669062376
4,B_task,fast_distractors,-0.2049224078655243,-0.005049179773777723,0.0
4,C_scene,fast_distractors,-0.24440506100654602,0.008659145794808865,0.013708324171602726
4,D_latent,fast_distractors,-0.19254498183727264,-0.004610983654856682,0.00043819687562063336
4,A_recon,unseen_distractor_hues,-0.21905040740966797,-0.00914177019149065,-0.012465544044971466
4,B_task,unseen_distractor_hues,-0.1965494453907013,0.003323773853480816,0.0
4,C_scene,unseen_distractor_hues,-0.24971364438533783,0.003350543789565563,2.6770532713271677e-05
4,D_latent,unseen_distractor_hues,-0.19209720194339752,-0.00416318466886878,-0.007486958522349596
4,A_recon,heavy_pixel_noise,-0.22553132474422455,-0.015622678212821484,-0.018334852531552315
4,B_task,heavy_pixel_noise,-0.19716104865074158,0.002712172456085682,0.0
4,C_scene,heavy_pixel_noise,-0.2604401707649231,-0.007375937886536121,-0.010088110342621803
4,D_latent,heavy_pixel_noise,-0.20763348042964935,-0.01969948038458824,-0.022411653771996498
