seed,arm,space,probe,target,group,metric,score,score_clipped
0,D_latent,z,mlp,agent_to_inactive_goal,goal-like irrelevant,r2,0.2617242932319641,0.2617242932319641
0,D_latent,z,mlp,ring_position,identity,r2,-0.11763083934783936,0.0
0,D_latent,z,mlp,plus_position,identity,r2,0.7006347179412842,0.7006347179412842
0,D_latent,z,mlp,distractor_positions,irrelevant,r2,-0.7418876886367798,0.0
0,D_latent,z,mlp,distractor_heatmap,irrelevant,r2,-0.16125905513763428,0.0
0,D_latent,z,mlp,distractor_hues,irrelevant,r2,-0.9224916696548462,0.0
0,D_latent,z,mlp,background_sat_val,irrelevant,r2,0.10615098476409912,0.10615098476409912
0,D_latent,z,mlp,background_hue_within_band,irrelevant,r2,0.6364386081695557,0.6364386081695557
0,D_latent,z,mlp,selector_bit,relevant,balanced_acc,1.0,1.0
0,D_latent,h,linear,agent_position,relevant,r2,0.7760913372039795,0.7760913372039795
0,D_latent,h,linear,agent_velocity,relevant,r2,0.7708860635757446,0.7708860635757446
0,D_latent,h,linear,active_goal,relevant,r2,0.8326030969619751,0.8326030969619751
0,D_latent,h,linear,agent_to_active_goal,relevant,r2,0.8788205981254578,0.8788205981254578
0,D_latent,h,linear,inactive_goal,goal-like irrelevant,r2,0.16583847999572754,0.16583847999572754
0,D_latent,h,linear,agent_to_inactive_goal,goal-like irrelevant,r2,0.3572801351547241,0.3572801351547241
0,D_latent,h,linear,ring_position,identity,r2,0.023563504219055176,0.023563504219055176
0,D_latent,h,linear,plus_position,identity,r2,0.5788288116455078,0.5788288116455078
0,D_latent,h,linear,distractor_positions,irrelevant,r2,-0.41502153873443604,0.0
0,D_latent,h,linear,distractor_heatmap,irrelevant,r2,-0.2884441614151001,0.0
0,D_latent,h,linear,distractor_hues,irrelevant,r2,-0.5817185640335083,0.0
0,D_latent,h,linear,background_sat_val,irrelevant,r2,0.09478306770324707,0.09478306770324707
0,D_latent,h,linear,background_hue_within_band,irrelevant,r2,-8836.92578125,0.0
0,D_latent,h,linear,selector_bit,relevant,balanced_acc,1.0,1.0
0,D_latent,h,mlp,agent_position,relevant,r2,0.7844893932342529,0.7844893932342529
0,D_latent,h,mlp,agent_velocity,relevant,r2,0.5903164148330688,0.5903164148330688
0,D_latent,h,mlp,active_goal,relevant,r2,0.8457051515579224,0.8457051515579224
0,D_latent,h,mlp,agent_to_active_goal,relevant,r2,0.874470591545105,0.874470591545105
0,D_latent,h,mlp,inactive_goal,goal-like irrelevant,r2,0.05187958478927612,0.05187958478927612
0,D_latent,h,mlp,agent_to_inactive_goal,goal-like irrelevant,r2,0.30473601818084717,0.30473601818084717
0,D_latent,h,mlp,ring_position,identity,r2,0.021430492401123047,0.021430492401123047
0,D_latent,h,mlp,plus_position,identity,r2,0.7756028175354004,0.7756028175354004
0,D_latent,h,mlp,distractor_positions,irrelevant,r2,-1.0804903507232666,0.0
0,D_latent,h,mlp,distractor_heatmap,irrelevant,r2,-0.37729692459106445,0.0
0,D_latent,h,mlp,distractor_hues,irrelevant,r2,-0.868194580078125,0.0
0,D_latent,h,mlp,background_sat_val,irrelevant,r2,0.05964702367782593,0.05964702367782593
0,D_latent,h,mlp,background_hue_within_band,irrelevant,r2,0.65205317735672,0.65205317735672
0,D_latent,h,mlp,selector_bit,relevant,balanced_acc,1.0,1.0
1,ceiling,frame,linear,agent_position,relevant,r2,0.9994726777076721,0.9994726777076721
1,ceiling,frame,mlp,agent_position,relevant,r2,0.9994726777076721,0.9994726777076721
1,ceiling,frame,linear,active_goal,relevant,r2,0.9653171300888062,0.9653171300888062
1,ceiling,frame,mlp,active_goal,relevant,r2,0.9653171300888062,0.9653171300888062
1,ceiling,frame,linear,agent_to_active_goal,relevant,r2,0.9185607433319092,0.9185607433319092
1,ceiling,frame,mlp,agent_to_active_goal,relevant,r2,0.9185607433319092,0.9185607433319092
1,ceiling,frame,linear,inactive_goal,goal-like irrelevant,r2,0.9615387916564941,0.9615387916564941
1,ceiling,frame,mlp,inactive_goal,goal-like irrelevant,r2,0.9615387916564941,0.9615387916564941
1,ceiling,frame,linear,agent_to_inactive_goal,goal-like irrelevant,r2,0.9289965629577637,0.9289965629577637
1,ceiling,frame,mlp,agent_to_inactive_goal,goal-like irrelevant,r2,0.9289965629577637,0.9289965629577637
1,ceiling,frame,linear,ring_position,identity,r2,0.9907195568084717,0.9907195568084717
1,ceiling,frame,mlp,ring_position,identity,r2,0.9907195568084717,0.9907195568084717
1,ceiling,frame,linear,plus_position,identity,r2,0.9816806316375732,0.9816806316375732
1,ceiling,frame,mlp,plus_position,identity,r2,0.9816806316375732,0.9816806316375732
