seed,model,horizon,mse,r2,pred_spread_ratio
0,A_recon,0,0.9346964955329895,-0.06607699394226074,0.7196120619773865
0,A_recon,1,0.9601343870162964,-0.07266616821289062,0.7279345393180847
0,A_recon,2,0.9836217164993286,-0.07741713523864746,0.7317062020301819
0,A_recon,3,1.0094901323318481,-0.08447802066802979,0.736619234085083
0,A_recon,4,1.0334405899047852,-0.08934187889099121,0.7406066060066223
0,A_recon,5,1.0577914714813232,-0.09465312957763672,0.7443630695343018
0,A_recon,6,1.084129810333252,-0.10154008865356445,0.748320996761322
0,A_recon,7,1.1077914237976074,-0.10579907894134521,0.7522476315498352
0,A_recon,8,1.1310511827468872,-0.11025857925415039,0.75612872838974
0,A_recon,9,1.155613660812378,-0.11604750156402588,0.7599706053733826
0,A_recon,10,1.1784175634384155,-0.12027311325073242,0.7642539143562317
0,A_recon,11,1.2011888027191162,-0.12471139430999756,0.7681999206542969
0,A_recon,12,1.2253953218460083,-0.13051557540893555,0.7722952365875244
0,A_recon,13,1.2471622228622437,-0.1342926025390625,0.7764523029327393
0,A_recon,14,1.2688968181610107,-0.1385173797607422,0.7805357575416565
0,A_recon,15,1.2910746335983276,-0.14359045028686523,0.7849456071853638
0,B_task,0,0.9956067204475403,-0.13554871082305908,0.7399577498435974
0,B_task,1,1.0258232355117798,-0.14605402946472168,0.7461718320846558
0,B_task,2,1.0541058778762817,-0.15462243556976318,0.7549309134483337
0,B_task,3,1.084335207939148,-0.16488277912139893,0.7621585130691528
0,B_task,4,1.113220453262329,-0.173437237739563,0.7684888243675232
0,B_task,5,1.1407455205917358,-0.18049800395965576,0.7743374109268188
0,B_task,6,1.1695798635482788,-0.1883624792098999,0.7784232497215271
0,B_task,7,1.1979807615280151,-0.19582617282867432,0.7834638357162476
0,B_task,8,1.2231032848358154,-0.20061850547790527,0.788262128829956
0,B_task,9,1.2501046657562256,-0.20730328559875488,0.7919473052024841
0,B_task,10,1.2782690525054932,-0.21519780158996582,0.7965550422668457
0,B_task,11,1.3032666444778442,-0.2202901840209961,0.800628662109375
0,B_task,12,1.329236626625061,-0.2263166904449463,0.8038316369056702
0,B_task,13,1.3562078475952148,-0.23346948623657227,0.8080512881278992
0,B_task,14,1.3798613548278809,-0.23808026313781738,0.8118795156478882
0,B_task,15,1.403057336807251,-0.24278104305267334,0.8147788643836975
0,C_scene,0,0.7650744318962097,0.12738704681396484,0.6761380434036255
0,C_scene,1,0.7822144627571106,0.12610667943954468,0.676530122756958
0,C_scene,2,0.7984431385993958,0.12541955709457397,0.6812185049057007
0,C_scene,3,0.8150277137756348,0.12442964315414429,0.6871234774589539
0,C_scene,4,0.8326629400253296,0.12229633331298828,0.6940464377403259
0,C_scene,5,0.8490263223648071,0.12138700485229492,0.6998674869537354
0,C_scene,6,0.8658279180526733,0.12026751041412354,0.7058936953544617
0,C_scene,7,0.88312166929245,0.11846661567687988,0.7128084301948547
0,C_scene,8,0.8989306092262268,0.11759477853775024,0.7190413475036621
0,C_scene,9,0.9152500629425049,0.11608642339706421,0.7259079217910767
0,C_scene,10,0.932540237903595,0.1134723424911499,0.7331319451332092
0,C_scene,11,0.9486349821090698,0.11176276206970215,0.7394152283668518
0,C_scene,12,0.9655072689056396,0.10924988985061646,0.7461404204368591
0,C_scene,13,0.9827712178230286,0.10617071390151978,0.7528246641159058
0,C_scene,14,0.9981254935264587,0.1044321060180664,0.7585130333900452
0,C_scene,15,1.0134249925613403,0.10234218835830688,0.7645413875579834
0,D_latent,0,0.049538735300302505,0.9434981346130371,0.9811956882476807
0,D_latent,1,0.05000487342476845,0.9441343545913696,0.9788876175880432
0,D_latent,2,0.05132606625556946,0.9437796473503113,0.9819867014884949
0,D_latent,3,0.054129309952259064,0.9418498277664185,0.9842360019683838
0,D_latent,4,0.056891780346632004,0.9400308132171631,0.9848519563674927
0,D_latent,5,0.060146529227495193,0.9377574920654297,0.9849251508712769
0,D_latent,6,0.06463716924190521,0.9343248009681702,0.9852418303489685
0,D_latent,7,0.06852275133132935,0.9316005110740662,0.9850807785987854
0,D_latent,8,0.07226487994194031,0.929063618183136,0.9848985075950623
0,D_latent,9,0.07669558376073837,0.9259303212165833,0.9850313067436218
0,D_latent,10,0.08074178546667099,0.9232420921325684,0.9849377274513245
0,D_latent,11,0.08483961224555969,0.9205619692802429,0.9845890998840332
0,D_latent,12,0.08922037482261658,0.9176877737045288,0.9844509363174438
0,D_latent,13,0.09332838654518127,0.9151179194450378,0.9840342402458191
0,D_latent,14,0.0972437933087349,0.9127480387687683,0.98357754945755
0,D_latent,15,0.10060478001832962,0.9108876585960388,0.9834635853767395
0,B_task_nopark,0,0.07764454185962677,0.9457634687423706,0.87743079662323
0,B_task_nopark,1,0.08643707633018494,0.940858006477356,0.8717162013053894
0,B_task_nopark,2,0.09394748508930206,0.9369761943817139,0.8726798892021179
0,B_task_nopark,3,0.10378694534301758,0.9317151308059692,0.8725265860557556
0,B_task_nopark,4,0.1153453066945076,0.925536572933197,0.8721745014190674
0,B_task_nopark,5,0.12816771864891052,0.9187697768211365,0.8717736005783081
0,B_task_nopark,6,0.14245474338531494,0.9113537073135376,0.8711539506912231
0,B_task_nopark,7,0.15774618089199066,0.9035634994506836,0.870236337184906
0,B_task_nopark,8,0.17335578799247742,0.8957815766334534,0.8692505955696106
0,B_task_nopark,9,0.18945546448230743,0.8879426717758179,0.8680245280265808
0,B_task_nopark,10,0.2058098316192627,0.8801731467247009,0.8663114905357361
0,B_task_nopark,11,0.22228997945785522,0.8725286722183228,0.8643723130226135
0,B_task_nopark,12,0.238797128200531,0.8650745749473572,0.8623577356338501
0,B_task_nopark,13,0.2551819086074829,0.8578603863716125,0.8599162697792053
0,B_task_nopark,14,0.27091673016548157,0.8511286377906799,0.8574250936508179
0,B_task_nopark,15,0.2859255075454712,0.8448916673660278,0.8549808263778687
0,D_latent_nopark,0,0.11937332898378372,0.9166148900985718,0.848772406578064
0,D_latent_nopark,1,0.1281863898038864,0.9122922420501709,0.8469562530517578
0,D_latent_nopark,2,0.13746850192546844,0.9077805876731873,0.8468829393386841
0,D_latent_nopark,3,0.1483832150697708,0.902373731136322,0.8463122844696045
0,D_latent_nopark,4,0.16033302247524261,0.8964938521385193,0.8460413813591003
0,D_latent_nopark,5,0.1730540692806244,0.890321671962738,0.8462795615196228
0,D_latent_nopark,6,0.1866336613893509,0.8838621377944946,0.8464487791061401
0,D_latent_nopark,7,0.2006416618824005,0.877339780330658,0.8465505242347717
0,D_latent_nopark,8,0.21449628472328186,0.871048629283905,0.8470062613487244
0,D_latent_nopark,9,0.22801083326339722,0.8651382923126221,0.8472517132759094
0,D_latent_nopark,10,0.24132664501667023,0.8594945073127747,0.8472756147384644
0,D_latent_nopark,11,0.2541857659816742,0.8542381525039673,0.8473862409591675
0,D_latent_nopark,12,0.2662400007247925,0.849568784236908,0.8472023606300354
0,D_latent_nopark,13,0.27772256731987,0.8453049659729004,0.8468906879425049
0,D_latent_nopark,14,0.2883789837360382,0.8415329456329346,0.8467780351638794
0,D_latent_nopark,15,0.29787352681159973,0.8384101390838623,0.8465094566345215
0,chance,0,0.8794621825218201,-0.003079056739807129,0.0
0,chance,1,0.8966736197471619,-0.0017676353454589844,0.0
0,chance,2,0.9137088656425476,-0.0008375644683837891,0.0
0,chance,3,0.9310958981513977,-0.00026047229766845703,0.0
0,chance,4,0.9486945867538452,-1.1801719665527344e-05,0.0
0,chance,5,0.9663931131362915,-6.973743438720703e-05,0.0
0,chance,6,0.9845808148384094,-0.0003924369812011719,0.0
0,chance,7,1.002759337425232,-0.0009559392929077148,0.0
0,chance,8,1.0204648971557617,-0.0017052888870239258,0.0
0,chance,9,1.0381544828414917,-0.0026099681854248047,0.0
0,chance,10,1.0557183027267456,-0.0036278963088989258,0.0
0,chance,11,1.0730476379394531,-0.004728794097900391,0.0
0,chance,12,1.0902999639511108,-0.0058803558349609375,0.0
0,chance,13,1.107254147529602,-0.007046341896057129,0.0
0,chance,14,1.1236482858657837,-0.008193135261535645,0.0
0,chance,15,1.1394624710083008,-0.009297609329223633,0.0
0,hold_current,0,0.0,1.0,1.0
0,hold_current,1,0.00508277490735054,0.9943215250968933,0.9897084832191467
0,hold_current,2,0.01973750814795494,0.9783803820610046,0.9799838066101074
0,hold_current,3,0.04262221232056618,0.9542117118835449,0.970510721206665
0,hold_current,4,0.0718122348189354,0.9243032932281494,0.9613474011421204
0,hold_current,5,0.10575708746910095,0.8905575275421143,0.9525312185287476
0,hold_current,6,0.14366963505744934,0.8540231585502625,0.9438446760177612
0,hold_current,7,0.1845371276140213,0.8157947659492493,0.9355135560035706
0,hold_current,8,0.22759146988391876,0.7765924334526062,0.9277094006538391
0,hold_current,9,0.2728123664855957,0.7365282773971558,0.9201868772506714
0,hold_current,10,0.3199082911014557,0.6958763599395752,0.9129633903503418
0,hold_current,11,0.36834800243377686,0.6551040410995483,0.9060578942298889
0,hold_current,12,0.4177955985069275,0.6145534515380859,0.8993757963180542
0,hold_current,13,0.46780386567115784,0.5745329260826111,0.892980694770813
0,hold_current,14,0.5175936818122864,0.5355892181396484,0.886946976184845
0,hold_current,15,0.5666904449462891,0.4980446696281433,0.8812530040740967
0,colourblind_true,0,0.5737848877906799,0.34556418657302856,0.5709830522537231
0,colourblind_true,1,0.589309573173523,0.34162086248397827,0.5682582855224609
0,colourblind_true,2,0.6048663854598999,0.33745527267456055,0.5655097365379333
0,colourblind_true,3,0.6204650402069092,0.3334450125694275,0.5627127289772034
0,colourblind_true,4,0.6360494494438171,0.32954514026641846,0.559934139251709
0,colourblind_true,5,0.6516789197921753,0.32561153173446655,0.5572053790092468
0,colourblind_true,6,0.6673656702041626,0.32191693782806396,0.5545044541358948
0,colourblind_true,7,0.6828246116638184,0.318403422832489,0.5519194006919861
0,colourblind_true,8,0.698009729385376,0.31482207775115967,0.5495189428329468
0,colourblind_true,9,0.7130804657936096,0.31133413314819336,0.5473105907440186
0,colourblind_true,10,0.7279922366142273,0.3079277276992798,0.5453264713287354
0,colourblind_true,11,0.7427679300308228,0.30452269315719604,0.5435685515403748
0,colourblind_true,12,0.7573177218437195,0.30131977796554565,0.5420578122138977
0,colourblind_true,13,0.771479606628418,0.29834020137786865,0.5407842397689819
0,colourblind_true,14,0.785180389881134,0.2954970598220825,0.5397396683692932
0,colourblind_true,15,0.7982982993125916,0.292894184589386,0.5389072299003601
1,A_recon,0,0.061001330614089966,0.9320098161697388,0.9451156854629517
1,A_recon,1,0.06218375638127327,0.9321111440658569,0.9459927678108215
1,A_recon,2,0.06455031782388687,0.9309056401252747,0.9473823308944702
1,A_recon,3,0.06821077316999435,0.9283922910690308,0.9492954015731812
1,A_recon,4,0.07211976498365402,0.925711452960968,0.9508698582649231
1,A_recon,5,0.07571028172969818,0.9234369993209839,0.9519688487052917
1,A_recon,6,0.08034562319517136,0.920224130153656,0.9526436924934387
1,A_recon,7,0.08527544885873795,0.9168175458908081,0.9536872506141663
1,A_recon,8,0.08944542706012726,0.9141994714736938,0.9549131393432617
1,A_recon,9,0.09402880072593689,0.9112598299980164,0.95575350522995
1,A_recon,10,0.09886132180690765,0.9081583619117737,0.9565369486808777
1,A_recon,11,0.10342595726251602,0.9053661227226257,0.9572640061378479
1,A_recon,12,0.10839076340198517,0.9022804498672485,0.9573705792427063
1,A_recon,13,0.11344985663890839,0.8991687297821045,0.9574156403541565
1,A_recon,14,0.11829692870378494,0.8962771892547607,0.9575501084327698
1,A_recon,15,0.12283645570278168,0.8936750888824463,0.9574799537658691
1,B_task,0,0.23908253014087677,0.7335261106491089,0.8497885465621948
1,B_task,1,0.24234311282634735,0.7354229688644409,0.8515101075172424
1,B_task,2,0.2459324449300766,0.7367551326751709,0.8587469458580017
1,B_task,3,0.251268208026886,0.7362183928489685,0.8649794459342957
1,B_task,4,0.25709953904151917,0.7351689338684082,0.8705715537071228
1,B_task,5,0.26246508955955505,0.7345788478851318,0.8751832246780396
1,B_task,6,0.268851637840271,0.7330548167228699,0.8793497681617737
1,B_task,7,0.2756454646587372,0.7311199903488159,0.8838862776756287
1,B_task,8,0.2818397879600525,0.7296452522277832,0.8879382014274597
1,B_task,9,0.28889569640159607,0.7273532152175903,0.89151531457901
1,B_task,10,0.29594874382019043,0.7250652313232422,0.8954118490219116
1,B_task,11,0.30266502499580383,0.723064124584198,0.8985486030578613
1,B_task,12,0.3098294138908386,0.720673680305481,0.9011699557304382
1,B_task,13,0.31652820110321045,0.7186779379844666,0.9041467905044556
1,B_task,14,0.32256758213043213,0.7171725630760193,0.9066933393478394
1,B_task,15,0.32857000827789307,0.7155959606170654,0.9086993336677551
1,C_scene,0,0.23471735417842865,0.7383913993835449,0.8129787445068359
1,C_scene,1,0.23703326284885406,0.7412199974060059,0.8154881000518799
1,C_scene,2,0.24066054821014404,0.7423981428146362,0.8217080235481262
1,C_scene,3,0.24621181190013885,0.7415266036987305,0.827924370765686
1,C_scene,4,0.2520985007286072,0.7403203845024109,0.8334285020828247
1,C_scene,5,0.2580426037311554,0.739051103591919,0.8382247090339661
1,C_scene,6,0.2648063004016876,0.7370714545249939,0.842910885810852
1,C_scene,7,0.27170881628990173,0.7349599599838257,0.8471446633338928
1,C_scene,8,0.27827951312065125,0.7330604195594788,0.8508787751197815
1,C_scene,9,0.2853352129459381,0.7307134866714478,0.8546709418296814
1,C_scene,10,0.29236099123954773,0.7283982038497925,0.8580203652381897
1,C_scene,11,0.2991335988044739,0.7262953519821167,0.8606113195419312
1,C_scene,12,0.30597585439682007,0.7241479158401489,0.8634122610092163
1,C_scene,13,0.3124851882457733,0.7222712635993958,0.8659471869468689
1,C_scene,14,0.31766751408576965,0.7214689254760742,0.8677895665168762
1,C_scene,15,0.32226061820983887,0.7210572957992554,0.8700725436210632
1,D_latent,0,0.04559755325317383,0.9491783976554871,0.9542081356048584
1,D_latent,1,0.04690038412809372,0.9487966895103455,0.9541721940040588
1,D_latent,2,0.0491141676902771,0.9474284648895264,0.9579768180847168
1,D_latent,3,0.05241836979985237,0.9449711441993713,0.9605106711387634
1,D_latent,4,0.0561525896191597,0.9421588182449341,0.9621359705924988
1,D_latent,5,0.05999920144677162,0.9393250346183777,0.9630680084228516
1,D_latent,6,0.06441012024879456,0.9360466003417969,0.9634317755699158
1,D_latent,7,0.06872089207172394,0.9329658150672913,0.9640932083129883
1,D_latent,8,0.07289361208677292,0.9300768375396729,0.9648151397705078
1,D_latent,9,0.07753416895866394,0.9268267154693604,0.9657232165336609
1,D_latent,10,0.0821644514799118,0.923669695854187,0.9669724702835083
1,D_latent,11,0.08682691305875778,0.9205541014671326,0.9678794145584106
1,D_latent,12,0.09199929237365723,0.9170581698417664,0.968725860118866
1,D_latent,13,0.0969669297337532,0.9138182997703552,0.9696714282035828
1,D_latent,14,0.10172180831432343,0.9108102321624756,0.9701804518699646
1,D_latent,15,0.10639997571706772,0.907902181148529,0.970743715763092
1,B_task_nopark,0,0.1402721256017685,0.9015645980834961,0.8296723961830139
1,B_task_nopark,1,0.15349559485912323,0.8944904804229736,0.8245229721069336
1,B_task_nopark,2,0.166686549782753,0.8876640200614929,0.8208752870559692
1,B_task_nopark,3,0.18114438652992249,0.8802691698074341,0.8185450434684753
1,B_task_nopark,4,0.1964520514011383,0.8725916147232056,0.8168418407440186
1,B_task_nopark,5,0.2122850865125656,0.864837110042572,0.8159402012825012
1,B_task_nopark,6,0.22855354845523834,0.8571200370788574,0.8156846165657043
1,B_task_nopark,7,0.2444773018360138,0.8498517274856567,0.8156976103782654
1,B_task_nopark,8,0.25966203212738037,0.8431751132011414,0.816102147102356
1,B_task_nopark,9,0.27425625920295715,0.8370366096496582,0.8167080879211426
1,B_task_nopark,10,0.2882215082645416,0.8314168453216553,0.817288339138031
1,B_task_nopark,11,0.301813542842865,0.8261274099349976,0.8178868889808655
1,B_task_nopark,12,0.31479302048683167,0.8213145732879639,0.8184499144554138
1,B_task_nopark,13,0.32688286900520325,0.8170813322067261,0.8190093040466309
1,B_task_nopark,14,0.33807042241096497,0.8133692145347595,0.8194544911384583
1,B_task_nopark,15,0.3479406237602234,0.810379147529602,0.8198484778404236
1,D_latent_nopark,0,0.08190004527568817,0.9425269365310669,0.8849246501922607
1,D_latent_nopark,1,0.08609625697135925,0.9408193230628967,0.8846059441566467
1,D_latent_nopark,2,0.09432630240917206,0.9364301562309265,0.88182133436203
1,D_latent_nopark,3,0.10439063608646393,0.9310010671615601,0.8789586424827576
1,D_latent_nopark,4,0.11615528166294098,0.9246678352355957,0.8755237460136414
1,D_latent_nopark,5,0.129139706492424,0.9177761673927307,0.8718803524971008
1,D_latent_nopark,6,0.14277386665344238,0.9107451438903809,0.8681737780570984
1,D_latent_nopark,7,0.15648525953292847,0.9038929343223572,0.8649893999099731
1,D_latent_nopark,8,0.1697310358285904,0.8974896669387817,0.8625767230987549
1,D_latent_nopark,9,0.18245184421539307,0.8915868997573853,0.8608260750770569
1,D_latent_nopark,10,0.19519251585006714,0.885830283164978,0.8595126271247864
1,D_latent_nopark,11,0.20776240527629852,0.8803095817565918,0.8585134148597717
