seed,model,subset,horizon,n,err_px,median_px
0,B_task,bounce,24,1275,2.896751642227173,2.7213242053985596
0,B_task,bounce,25,1275,3.0007970333099365,2.8423006534576416
0,C_scene,all,1,1500,0.8684753179550171,0.8007102608680725
0,C_scene,all,2,1500,0.9337120652198792,0.8573826551437378
0,C_scene,all,3,1500,1.0289220809936523,0.9482884407043457
0,C_scene,all,4,1500,1.1415901184082031,1.0374913215637207
0,C_scene,all,5,1500,1.2542897462844849,1.1319289207458496
0,C_scene,all,6,1500,1.3740966320037842,1.2536489963531494
0,C_scene,all,7,1500,1.4851810932159424,1.3498128652572632
0,C_scene,all,8,1500,1.582959771156311,1.4691083431243896
0,C_scene,all,9,1500,1.6832877397537231,1.5391547679901123
0,C_scene,all,10,1500,1.7991493940353394,1.639639139175415
0,C_scene,all,11,1500,1.904878854751587,1.7329609394073486
0,C_scene,all,12,1500,2.020221471786499,1.842036247253418
0,C_scene,all,13,1500,2.1255364418029785,1.9323256015777588
0,C_scene,all,14,1500,2.2351205348968506,2.016629695892334
0,C_scene,all,15,1500,2.3391222953796387,2.1277108192443848
0,C_scene,all,16,1500,2.450349807739258,2.2229437828063965
0,C_scene,all,17,1500,2.5616939067840576,2.3334975242614746
0,C_scene,all,18,1500,2.662203550338745,2.435281753540039
0,C_scene,all,19,1500,2.7785184383392334,2.5098514556884766
0,C_scene,all,20,1500,2.8907763957977295,2.623905658721924
0,C_scene,all,21,1500,2.9971766471862793,2.7165982723236084
0,C_scene,all,22,1500,3.130168914794922,2.840815544128418
0,C_scene,all,23,1500,3.2547876834869385,2.9727883338928223
0,C_scene,all,24,1500,3.3643593788146973,3.07818341255188
0,C_scene,all,25,1500,3.471886157989502,3.2325689792633057
0,C_scene,no_bounce,1,225,0.9290140271186829,0.895149290561676
0,C_scene,no_bounce,2,225,0.980712354183197,0.9115648865699768
0,C_scene,no_bounce,3,225,1.0518333911895752,1.0002645254135132
0,C_scene,no_bounce,4,225,1.1480482816696167,1.1014374494552612
0,C_scene,no_bounce,5,225,1.2547783851623535,1.1722660064697266
0,C_scene,no_bounce,6,225,1.3482143878936768,1.2498975992202759
0,C_scene,no_bounce,7,225,1.4561830759048462,1.323615312576294
0,C_scene,no_bounce,8,225,1.5458914041519165,1.4087556600570679
0,C_scene,no_bounce,9,225,1.668405532836914,1.5160984992980957
0,C_scene,no_bounce,10,225,1.7878130674362183,1.625137448310852
0,C_scene,no_bounce,11,225,1.9126161336898804,1.773814082145691
0,C_scene,no_bounce,12,225,2.028273582458496,1.8491438627243042
0,C_scene,no_bounce,13,225,2.1368112564086914,2.028933048248291
0,C_scene,no_bounce,14,225,2.2552082538604736,2.037294387817383
0,C_scene,no_bounce,15,225,2.389068365097046,2.1857171058654785
0,C_scene,no_bounce,16,225,2.5014002323150635,2.2725670337677
0,C_scene,no_bounce,17,225,2.6157009601593018,2.3210196495056152
0,C_scene,no_bounce,18,225,2.7289257049560547,2.4098267555236816
0,C_scene,no_bounce,19,225,2.861708879470825,2.4996721744537354
0,C_scene,no_bounce,20,225,2.979327917098999,2.680372476577759
0,C_scene,no_bounce,21,225,3.071049451828003,2.7559432983398438
0,C_scene,no_bounce,22,225,3.145782709121704,2.9085686206817627
0,C_scene,no_bounce,23,225,3.2143235206604004,2.940028667449951
0,C_scene,no_bounce,24,225,3.2711360454559326,2.9353444576263428
0,C_scene,no_bounce,25,225,3.401527166366577,3.0308873653411865
0,C_scene,bounce,1,1275,0.8577920198440552,0.7816980481147766
0,C_scene,bounce,2,1275,0.9254179000854492,0.836613655090332
0,C_scene,bounce,3,1275,1.024878740310669,0.9363901615142822
0,C_scene,bounce,4,1275,1.140450358390808,1.0297521352767944
0,C_scene,bounce,5,1275,1.25420343875885,1.1238893270492554
0,C_scene,bounce,6,1275,1.378664255142212,1.2563527822494507
0,C_scene,bounce,7,1275,1.4902982711791992,1.3540657758712769
0,C_scene,bounce,8,1275,1.589501142501831,1.4885467290878296
0,C_scene,bounce,9,1275,1.6859139204025269,1.5419838428497314
0,C_scene,bounce,10,1275,1.8011500835418701,1.6408402919769287
0,C_scene,bounce,11,1275,1.9035133123397827,1.7313477993011475
0,C_scene,bounce,12,1275,2.0188004970550537,1.8279259204864502
0,C_scene,bounce,13,1275,2.123546600341797,1.9284507036209106
0,C_scene,bounce,14,1275,2.2315754890441895,2.016446828842163
0,C_scene,bounce,15,1275,2.330308198928833,2.1170740127563477
0,C_scene,bounce,16,1275,2.441340684890747,2.212747573852539
0,C_scene,bounce,17,1275,2.5521633625030518,2.334531784057617
0,C_scene,bounce,18,1275,2.6504290103912354,2.438749074935913
0,C_scene,bounce,19,1275,2.7638378143310547,2.5102596282958984
0,C_scene,bounce,20,1275,2.875149726867676,2.6210317611694336
0,C_scene,bounce,21,1275,2.984140157699585,2.7078144550323486
0,C_scene,bounce,22,1275,3.127413749694824,2.835847854614258
0,C_scene,bounce,23,1275,3.2619285583496094,2.996202230453491
0,C_scene,bounce,24,1275,3.380810260772705,3.1220269203186035
0,C_scene,bounce,25,1275,3.484302282333374,3.259594202041626
0,D_latent,all,1,1500,16.49221420288086,17.008697509765625
0,D_latent,all,2,1500,16.9735050201416,17.55978775024414
0,D_latent,all,3,1500,17.38368797302246,17.91839599609375
0,D_latent,all,4,1500,17.756887435913086,18.30310821533203
0,D_latent,all,5,1500,18.082408905029297,18.719188690185547
0,D_latent,all,6,1500,18.34662437438965,19.007314682006836
0,D_latent,all,7,1500,18.556106567382812,19.214866638183594
0,D_latent,all,8,1500,18.714881896972656,19.609539031982422
0,D_latent,all,9,1500,18.826202392578125,19.88019561767578
0,D_latent,all,10,1500,18.889867782592773,19.970888137817383
0,D_latent,all,11,1500,18.916851043701172,19.876384735107422
0,D_latent,all,12,1500,18.893962860107422,19.778799057006836
0,D_latent,all,13,1500,18.83876609802246,19.505332946777344
0,D_latent,all,14,1500,18.75287437438965,19.282957077026367
0,D_latent,all,15,1500,18.653926849365234,19.15210723876953
0,D_latent,all,16,1500,18.54840850830078,19.081274032592773
0,D_latent,all,17,1500,18.43450164794922,19.021514892578125
0,D_latent,all,18,1500,18.346702575683594,18.891401290893555
0,D_latent,all,19,1500,18.273542404174805,18.841537475585938
0,D_latent,all,20,1500,18.226776123046875,18.858030319213867
0,D_latent,all,21,1500,18.20029067993164,18.82640838623047
0,D_latent,all,22,1500,18.185684204101562,18.67315673828125
0,D_latent,all,23,1500,18.170198440551758,18.71554183959961
0,D_latent,all,24,1500,18.163297653198242,18.78997802734375
0,D_latent,all,25,1500,18.165180206298828,18.812156677246094
0,D_latent,no_bounce,1,225,13.331480979919434,12.319157600402832
0,D_latent,no_bounce,2,225,12.658971786499023,11.974634170532227
0,D_latent,no_bounce,3,225,12.043275833129883,11.986970901489258
0,D_latent,no_bounce,4,225,11.503986358642578,11.419299125671387
0,D_latent,no_bounce,5,225,11.068814277648926,10.715642929077148
0,D_latent,no_bounce,6,225,10.703821182250977,10.242461204528809
0,D_latent,no_bounce,7,225,10.40490436553955,10.310138702392578
0,D_latent,no_bounce,8,225,10.152763366699219,10.041437149047852
0,D_latent,no_bounce,9,225,10.0397367477417,9.638035774230957
0,D_latent,no_bounce,10,225,9.98714828491211,9.479022979736328
0,D_latent,no_bounce,11,225,10.038742065429688,9.667436599731445
0,D_latent,no_bounce,12,225,10.192493438720703,10.0437650680542
0,D_latent,no_bounce,13,225,10.460399627685547,10.366427421569824
0,D_latent,no_bounce,14,225,10.810457229614258,10.851229667663574
0,D_latent,no_bounce,15,225,11.27358627319336,11.35076904296875
0,D_latent,no_bounce,16,225,11.856317520141602,12.005014419555664
0,D_latent,no_bounce,17,225,12.501992225646973,12.791840553283691
0,D_latent,no_bounce,18,225,13.23680591583252,13.660964012145996
0,D_latent,no_bounce,19,225,14.007843017578125,14.553112030029297
0,D_latent,no_bounce,20,225,14.829705238342285,15.409842491149902
0,D_latent,no_bounce,21,225,15.669486999511719,16.255577087402344
0,D_latent,no_bounce,22,225,16.540401458740234,17.199243545532227
0,D_latent,no_bounce,23,225,17.442842483520508,18.016252517700195
0,D_latent,no_bounce,24,225,18.38873291015625,18.792903900146484
0,D_latent,no_bounce,25,225,19.352519989013672,19.557668685913086
0,D_latent,bounce,1,1275,17.049991607666016,17.663938522338867
0,D_latent,bounce,2,1275,17.734891891479492,18.25889015197754
0,D_latent,bounce,3,1275,18.326112747192383,18.96272087097168
0,D_latent,bounce,4,1275,18.860340118408203,19.54015350341797
0,D_latent,bounce,5,1275,19.320104598999023,19.995361328125
0,D_latent,bounce,6,1275,19.695354461669922,20.282318115234375
0,D_latent,bounce,7,1275,19.994556427001953,20.542387008666992
0,D_latent,bounce,8,1275,20.225845336914062,20.624879837036133
0,D_latent,bounce,9,1275,20.376754760742188,20.927064895629883
0,D_latent,bounce,10,1275,20.4609375,21.09923553466797
0,D_latent,bounce,11,1275,20.48357582092285,21.115938186645508
0,D_latent,bounce,12,1275,20.42951774597168,21.023773193359375
0,D_latent,bounce,13,1275,20.31730079650879,20.86173439025879
0,D_latent,bounce,14,1275,20.154478073120117,20.76889419555664
0,D_latent,bounce,15,1275,19.95633888244629,20.64053726196289
0,D_latent,bounce,16,1275,19.729366302490234,20.48470115661621
0,D_latent,bounce,17,1275,19.481414794921875,20.262964248657227
0,D_latent,bounce,18,1275,19.248449325561523,20.124189376831055
0,D_latent,bounce,19,1275,19.02631187438965,20.017744064331055
0,D_latent,bounce,20,1275,18.82625961303711,19.99462127685547
0,D_latent,bounce,21,1275,18.646902084350586,19.70336151123047
0,D_latent,bounce,22,1275,18.47602653503418,19.235252380371094
0,D_latent,bounce,23,1275,18.29855728149414,19.080503463745117
0,D_latent,bounce,24,1275,18.123516082763672,18.78989601135254
0,D_latent,bounce,25,1275,17.955650329589844,18.50730323791504
0,baseline_hold,all,1,1500,1.3987106084823608,1.3979511260986328
0,baseline_hold,all,2,1500,2.7430176734924316,2.736471652984619
0,baseline_hold,all,3,1500,4.020415782928467,3.9905714988708496
0,baseline_hold,all,4,1500,5.2644171714782715,5.232168197631836
0,baseline_hold,all,5,1500,6.458183765411377,6.400827407836914
0,baseline_hold,all,6,1500,7.597412586212158,7.5058979988098145
0,baseline_hold,all,7,1500,8.69164752960205,8.577857971191406
0,baseline_hold,all,8,1500,9.752842903137207,9.628421783447266
0,baseline_hold,all,9,1500,10.759262084960938,10.57913589477539
0,baseline_hold,all,10,1500,11.723161697387695,11.484049797058105
0,baseline_hold,all,11,1500,12.645574569702148,12.369941711425781
0,baseline_hold,all,12,1500,13.498687744140625,13.170503616333008
0,baseline_hold,all,13,1500,14.30322551727295,13.883543014526367
0,baseline_hold,all,14,1500,15.0473051071167,14.643293380737305
0,baseline_hold,all,15,1500,15.776845932006836,15.227628707885742
0,baseline_hold,all,16,1500,16.474233627319336,15.936200141906738
0,baseline_hold,all,17,1500,17.152008056640625,16.520462036132812
0,baseline_hold,all,18,1500,17.82943344116211,17.09801483154297
0,baseline_hold,all,19,1500,18.50261116027832,17.627288818359375
0,baseline_hold,all,20,1500,19.17491340637207,18.263656616210938
