n_episodes,acc_logistic,acc_boosted_trees,chance,ci95_halfwidth,frac_steps_near_active,frac_steps_near_inactive
2000,0.488,0.51,0.5,0.02191346617949794,0.06269166666666667,0.058883333333333336
