arm,seed,task_r2,bg_r2,distractor_r2
A_recon,0,0.5630154609680176,0.7394264340400696,0.03874105215072632
B_task,0,0.611439049243927,0.7108780741691589,0.038271546363830566
C_scene,0,0.40547508001327515,0.916115403175354,0.03499120473861694
D_latent,0,0.5794334411621094,0.8010217547416687,0.03398323059082031
