model,seed,h1,hN,ratio
A_recon,0,6.970487117767334,9.419904708862305,1.351398338410462
B_task,0,7.0593791007995605,9.417134284973145,1.333989030835097
C_scene,0,7.975308895111084,9.833710670471191,1.233019410257491
D_latent,0,12.3119478225708,10.126477241516113,0.8224918905968569
baseline_hold,0,0.7083838582038879,5.90096378326416,8.330178214712703
baseline_linear,0,0.12879099250905152,2.626145731381277,20.39075621842661
